E.coli date,E.coli value,Max flow date (past 24 hours),Max flow value (past 24 hours),Max flow value (past 120 hours),Total flow value (past 120 hours)
2015-03-18,62.0,2015-03-17,361.58,9115.09,11601.380000000001
2015-03-25,38.0,2015-03-24,361.58,449.07,1660.19
2015-03-31,2700.0,2015-03-30,4084.59,4084.59,5524.18
2015-04-08,9700.0,2015-04-07,361.58,501.27,1917.5
2015-04-15,350.0,2015-04-14,8712.15,12772.73,38979.009999999995
2015-04-22,500.0,2015-04-21,845.46,1537.87,5853.030000000001
2015-04-29,4500.0,2015-04-28,5047.66,5047.66,7505.39
2015-11-04,7900.0,2015-11-03,2019.6,26370.71,42112.17
2015-11-11,1200.0,2015-11-10,1592.7,4643.48,13220.779999999999
2015-11-18,520.0,2015-11-17,1921.32,9149.65,15126.23
2015-12-02,1800.0,2015-12-01,2008.07,18131.05,32734.89
2015-12-09,460.0,2015-12-08,2126.61,23026.29,33437.700000000004
2015-12-16,370.0,2015-12-15,1645.43,6196.45,15959.220000000001
2015-12-22,520.0,2015-12-21,890.89,1726.05,6335.43
2015-12-29,,2015-12-28,728.02,1950.03,5344.75
2016-01-06,120.0,2016-01-05,2871.68,4216.22,10110.92
2016-01-13,110.0,2016-01-12,665.21,2768.36,6703.97
2016-01-20,1300.0,2016-01-19,2534.45,2534.45,5546.469999999999
2016-01-27,210.0,2016-01-26,736.11,2501.85,5816.349999999999
2016-02-03,25.0,2016-02-02,460.14,696.19,2726.92
2016-02-10,340.0,2016-02-09,366.56,413.58,1954.74
2016-02-17,78.0,2016-02-16,313.27,349.71,1658.95
2016-02-24,300.0,2016-02-23,497.31,22934.46,27721.8
2016-03-02,79.0,2016-03-01,375.13,872.84,2930.54
2016-03-09,1500.0,2016-03-08,345.57,383.8,1729.1799999999998
2016-03-16,1500.0,2016-03-15,397.0,794.25,2308.93
2016-03-22,750.0,2016-03-21,383.8,2485.62,4472.219999999999
2016-03-30,89.0,2016-03-29,329.22,1084.18,2658.6899999999996
2016-04-06,290.0,2016-04-05,3674.28,10884.41,23584.0
2016-04-13,410.0,2016-04-12,672.88,2534.45,5219.18
2016-04-20,80.0,2016-04-19,436.43,570.44,2462.32
2016-04-27,140.0,2016-04-26,979.15,3693.09,6820.07
2016-11-02,550.0,2016-11-01,1071.54,4293.27,12339.16
2016-11-09,250.0,2016-11-08,3639.05,3639.05,12282.24
2016-11-16,2500.0,2016-11-15,6353.77,17594.53,52168.92999999999
2016-11-23,900.0,2016-11-22,2632.59,9146.0,24004.84
2016-11-30,180.0,2016-11-29,1500.35,3537.78,10982.99
2016-12-07,300.0,2016-12-06,1537.0,2890.25,9672.16
2016-12-13,260.0,2016-12-12,2502.4,4514.57,10193.449999999999
2016-12-20,940.0,2016-12-19,1537.0,11250.38,24271.059999999998
2016-12-29,3300.0,2016-12-28,1549.32,2471.34,7905.700000000001
2017-01-05,190.0,2017-01-04,5397.09,13132.69,33040.31
2017-01-10,330.0,2017-01-09,1611.75,3706.77,12328.91
2017-01-17,190.0,2017-01-16,12980.58,12980.58,36515.4
2017-01-25,170.0,2017-01-24,8992.76,8992.76,30901.21
2017-01-31,200.0,2017-01-30,1834.02,12321.48,22490.67
2017-02-08,560.0,2017-02-07,3434.92,37671.85,89467.75
2017-02-14,230.0,2017-02-13,1873.84,4448.49,14031.77
2017-02-21,180.0,2017-02-20,1419.2,4523.02,11460.509999999998
2017-02-28,220.0,2017-02-27,743.9,1009.54,4312.0599999999995
2017-03-07,330.0,2017-03-06,600.47,784.23,3187.02
2017-03-14,360.0,2017-03-13,7599.42,7599.42,11094.08
2017-03-21,290.0,2017-03-20,543.13,980.49,3523.25
2017-03-28,130.0,2017-03-27,4538.23,12985.96,33057.36
2017-04-04,2500.0,2017-04-03,4351.33,4351.33,11182.38
2017-04-11,1300.0,2017-04-10,2336.0,13669.71,30037.699999999997
2017-04-19,340.0,2017-04-18,4514.67,11745.06,28344.39
2017-04-27,52.0,2017-04-26,899.24,1421.68,5665.83
2017-11-06,20.0,2017-11-05,2155.97,4171.43,8838.17
2017-11-12,110.0,2017-11-11,780.47,4815.04,8792.36
2017-11-21,20.0,2017-11-20,460.99,548.35,2519.27
2017-11-29,285.0,2017-11-28,377.18,417.02,1973.51
2017-12-03,169.0,2017-12-02,345.41,667.53,2363.5
2017-12-12,106.0,2017-12-11,789.05,789.05,1968.8
2017-12-18,216.0,2017-12-17,262.39,313.71,1422.43
2017-12-27,364.0,2017-12-26,262.39,262.39,1197.87
2018-01-03,4610.0,2018-01-02,230.92,262.39,1201.81
2018-01-08,488.0,2018-01-07,1236.17,1590.33,3708.7100000000005
2018-01-14,452.0,2018-01-13,888.88,9085.02,17923.31
2018-02-04,62.0,2018-02-03,7674.52,7674.52,9528.220000000001
2018-02-13,6490.0,2018-02-12,18183.64,18183.64,19577.21
2018-02-19,985.0,2018-02-18,1393.8,3042.11,10241.4
2018-02-25,644.0,2018-02-24,2499.05,41760.06,50033.659999999996
2018-03-06,249.0,2018-03-05,963.32,2756.68,7603.379999999999
2018-03-12,146.0,2018-03-11,692.68,1935.79,5295.58
2018-03-18,295.0,2018-03-17,543.9,599.37,2847.6699999999996
2018-03-27,295.0,2018-03-26,11766.66,11766.66,36013.3
2018-04-05,175.0,2018-04-04,840.8,1490.97,5573.219999999999
2018-04-08,20.0,2018-04-07,678.83,913.13,4001.0299999999997
2018-04-15,96.0,2018-04-14,9271.2,14547.52,29476.780000000002
2018-04-23,161.0,2018-04-22,1346.77,3121.96,10177.09
2018-11-12,228.0,2018-11-11,5765.84,14257.9,33843.55
2018-11-18,504.0,2018-11-17,972.08,1774.78,6517.12
2018-11-26,1616.0,2018-11-25,579.06,963.69,3564.29
2018-12-02,216.0,2018-12-01,548.88,1655.53,5219.370000000001
2018-12-10,448.0,2018-12-09,480.76,3257.44,6266.35
2018-12-16,199.0,2018-12-15,453.05,603.95,2383.58
2018-12-24,86.0,2018-12-23,1124.54,1566.26,3419.8300000000004
2018-12-30,201.0,2018-12-29,548.88,1339.27,3977.0699999999997
2019-01-07,2490.0,2019-01-06,1017.02,5765.84,10944.640000000001
2019-01-13,160.0,2019-01-12,1017.02,6126.92,10508.029999999999
2019-01-22,359.0,2019-01-21,1815.65,1815.65,5219.349999999999
2019-01-27,323.0,2019-01-26,662.44,1455.95,3990.6800000000003
2019-02-04,20.0,2019-02-03,2057.77,2057.77,5951.52
2019-02-10,109.0,2019-02-09,475.36,603.95,2734.1000000000004
2019-02-19,397.0,2019-02-18,392.87,1432.11,3238.75
2019-02-24,794.0,2019-02-23,12436.68,12436.68,13970.65
2019-03-04,141.0,2019-03-03,655.77,1186.35,4342.84
2019-03-10,228.0,2019-03-09,2331.81,2331.81,5480.7699999999995
2019-03-17,327.0,2019-03-16,1305.48,7568.85,13059.029999999999
2019-03-24,122.0,2019-03-23,525.5,703.33,3023.9
2019-04-01,8160.0,2019-03-31,519.76,4547.89,9153.45
2019-04-07,110.0,2019-04-06,519.76,3762.44,7042.9400000000005
2019-04-15,52.0,2019-04-14,947.02,4890.25,11650.92
2019-04-21,813.0,2019-04-20,491.69,649.15,2783.09
2019-04-29,2046.0,2019-04-28,486.21,554.83,2359.82
2019-11-04,187.0,2019-11-03,914.2,1681.6,6425.469999999999
2019-11-10,880.0,2019-11-09,882.05,882.05,3665.87
2019-11-18,6870.0,2019-11-17,5842.25,12436.68,23533.570000000003
2019-11-24,309.0,2019-11-23,2347.8,13285.45,31556.57
2019-12-02,72.0,2019-12-01,775.29,1130.57,4636.8
2019-12-08,307.0,2019-12-07,725.25,7226.94,11036.22
2019-12-16,20.0,2019-12-15,1150.37,1150.37,4548.41
2019-12-22,591.0,2019-12-21,18076.21,18076.21,21585.76
2019-12-30,145.0,2019-12-29,801.13,801.13,3279.46
2020-01-05,279.0,2020-01-04,3284.06,3284.06,7543.87
2020-01-13,189.0,2020-01-12,437.25,548.62,2381.2
2020-01-19,74.0,2020-01-18,437.25,4437.5,6885.860000000001
2020-01-27,420.0,2020-01-26,362.41,387.92,1887.8500000000001
2020-02-02,448.0,2020-02-01,941.26,15070.13,18637.57
2020-02-10,309.0,2020-02-09,524.02,3303.51,7853.950000000001
2020-02-16,85.0,2020-02-15,437.25,463.5,2204.18
2020-02-24,627.0,2020-02-23,2130.21,2130.21,6147.64
2020-03-01,1576.0,2020-02-29,428.73,621.43,2501.65
2020-03-09,1333.0,2020-03-08,563.74,6528.01,9003.05
2020-03-15,108.0,2020-03-14,454.63,991.87,3533.02
2020-11-02,216.0,2020-11-01,2761.09,10497.13,19972.36
2020-11-08,644.0,2020-11-07,1634.0,1634.0,6602.700000000001
2020-11-22,906.0,2020-11-21,1044.42,8701.83,12165.14
2020-11-30,7270.0,2020-11-29,1489.28,5820.73,12426.02
2020-12-06,243.0,2020-12-05,1945.98,10453.34,25022.73
2020-12-14,108.0,2020-12-13,3992.76,31328.28,71389.31
2020-12-20,173.0,2020-12-19,1105.27,2298.05,8051.65
2020-12-28,246.0,2020-12-27,2366.37,21809.04,48361.57
2021-01-03,272.0,2021-01-02,802.19,1385.12,5277.45
2021-01-11,243.0,2021-01-10,1156.66,6963.69,14673.31
2021-01-17,98.0,2021-01-16,440.39,567.71,2477.4700000000003
2021-01-26,211.0,2021-01-25,6486.98,6486.98,10324.460000000001
2021-01-31,41.0,2021-01-30,504.04,974.58,3294.09
2021-02-09,175.0,2021-02-08,344.65,384.56,1800.8999999999999
2021-02-14,84.0,2021-02-13,364.96,3834.73,5468.68
2021-02-22,282.0,2021-02-21,312.3,2085.16,3459.72
2021-03-01,120.0,2021-02-28,275.32,289.71,1410.0300000000002
2021-03-08,259.0,2021-03-07,371.0,371.0,1570.48
2021-03-14,256.0,2021-03-13,1587.25,57609.78,79583.75
2021-03-28,269.0,2021-03-27,329.98,367.85,1741.46
2021-04-05,350.0,2021-04-04,478.57,7490.69,15610.069999999998
2021-04-11,602.0,2021-04-10,367.85,1464.98,3283.96
2021-04-19,231.0,2021-04-18,2154.01,2154.01,6992.5700000000015
2021-04-25,285.0,2021-04-24,417.72,674.23,2660.84
2021-11-02,1050.0,2021-11-01,25842.26,25842.26,35878.22
2021-11-09,391.0,2021-11-08,833.28,1500.64,5631.3
2021-11-15,2098.0,2021-11-14,47599.98,47599.98,52454.51
2021-11-23,958.0,2021-11-22,18666.37,18666.37,29702.09
2021-11-30,8160.0,2021-11-29,2975.29,2975.29,9440.45
2021-12-07,8660.0,2021-12-06,4934.1,5490.65,22091.289999999997
2021-12-14,10500.0,2021-12-13,29284.43,44184.8,93257.94
2021-12-21,364.0,2021-12-20,3157.01,12968.84,32973.08
2021-12-28,1274.0,2021-12-27,1141.73,2293.3,8096.62
2022-01-04,201.0,2022-01-03,728.11,3492.56,7435.82
2022-01-11,355.0,2022-01-10,520.04,640.67,2860.59
2022-01-18,146.0,2022-01-17,449.58,527.53,2394.48
2022-01-25,368.0,2022-01-24,336.07,1326.76,2792.27
2022-02-01,228.0,2022-01-31,325.94,9028.97,10843.199999999999
2022-02-08,1145.0,2022-02-07,9095.19,17580.66,27607.379999999997
2022-02-15,488.0,2022-02-14,4256.88,16535.83,26255.750000000004
2022-02-22,959.0,2022-02-21,9362.73,9362.73,12617.58
2022-03-01,399.0,2022-02-28,477.45,785.92,3047.7400000000002
2022-03-08,631.0,2022-03-07,347.31,392.32,1835.6100000000001
2022-03-15,266.0,2022-03-14,325.94,332.63,1641.4
2022-03-22,85.0,2022-03-21,294.04,303.77,1490.6299999999999
2022-03-29,275.0,2022-03-28,289.47,367.93,1586.35
2022-04-05,52.0,2022-04-04,286.15,288.35,1431.8600000000001
2022-04-12,305.0,2022-04-11,281.86,1301.03,3368.6099999999997
2022-04-20,161.0,2022-04-19,275.69,294.04,1415.78
2022-04-27,253.0,2022-04-26,288.35,10585.12,11864.480000000001
2022-11-01,988.0,2022-10-31,6358.86,6358.86,9635.19
2022-11-07,75.0,2022-11-06,668.21,1730.65,5252.55
2022-11-14,706.0,2022-11-13,1639.0,1639.0,3748.8
2022-11-21,683.0,2022-11-20,10915.41,10915.41,15418.449999999999
2022-11-28,181.0,2022-11-27,2205.04,7378.71,23777.739999999998
2022-12-05,295.0,2022-12-04,1312.07,6112.61,12271.529999999999
2022-12-12,183.0,2022-12-11,3348.12,3348.12,7505.63
2022-12-19,1616.0,2022-12-18,3277.37,3277.37,6696.319999999999
2022-12-26,309.0,2022-12-25,4019.36,4019.36,11795.48
2023-01-02,213.0,2023-01-01,573.89,850.29,3455.84
2023-01-09,450.0,2023-01-08,1282.96,1730.65,4604.81
2023-01-16,305.0,2023-01-15,360.09,555.26,2130.22
2023-01-24,586.0,2023-01-23,356.48,675.41,2009.4999999999998
2023-01-30,336.0,2023-01-29,1730.65,1730.65,3549.1500000000005
2023-02-07,389.0,2023-02-06,8038.13,8038.13,11250.44
2023-02-13,272.0,2023-02-12,356.48,960.18,2736.1099999999997
2023-02-20,683.0,2023-02-19,793.68,9007.34,16342.119999999999
2023-02-27,262.0,2023-02-26,793.68,4956.23,10277.75
2023-03-06,313.0,2023-03-05,5050.0,5050.0,8446.529999999999
2023-03-13,295.0,2023-03-12,815.94,2452.35,6287.99
2023-03-20,379.0,2023-03-19,4205.97,13740.26,21903.96
2023-03-27,1553.0,2023-03-26,2792.01,8631.71,16249.23
2023-04-03,241.0,2023-04-02,1356.4,3454.91,10511.8
2023-04-11,298.0,2023-04-10,549.17,750.68,3299.0899999999997
2023-04-17,109.0,2023-04-16,750.68,5872.91,9917.259999999998
2023-04-24,754.0,2023-04-23,16690.84,16690.84,45027.909999999996
2023-11-06,169.0,2023-11-05,2156.39,3242.12,8236.84
2023-11-13,771.0,2023-11-12,508.3,606.18,2704.71
2023-11-20,657.0,2023-11-19,1917.17,4605.06,8666.86
2023-11-27,146.0,2023-11-26,761.24,1885.79,5811.91
2023-12-04,749.0,2023-12-03,827.26,10044.51,18607.08
2023-12-11,2600.0,2023-12-10,729.95,1838.93,5701.79
2023-12-18,512.0,2023-12-17,18836.06,18836.06,24965.18
2023-12-27,482.0,2023-12-26,13696.01,13696.01,23352.86
2024-01-03,327.0,2024-01-02,4494.6,14322.85,40456.53
2024-01-08,158.0,2024-01-07,1498.48,3059.56,10590.66
2024-01-15,443.0,2024-01-14,669.15,913.74,3899.45
2024-01-23,414.0,2024-01-22,693.87,913.74,3092.8599999999997
2024-01-29,1789.0,2024-01-28,12929.57,12929.57,15872.45
2024-02-05,134.0,2024-02-04,2512.27,2512.27,6104.589999999999
2024-02-12,228.0,2024-02-11,379.33,434.57,2063.78
2024-02-19,185.0,2024-02-18,389.6,389.6,1773.7900000000002
2024-02-26,2224.0,2024-02-25,349.24,349.24,1666.2900000000002
2024-03-04,323.0,2024-03-03,9602.58,9602.58,12397.59
2024-03-11,389.0,2024-03-10,737.65,5812.42,10430.83
2024-03-18,10.0,2024-03-17,434.34,728.64,2684.4
2024-03-25,345.0,2024-03-24,341.04,382.51,1801.53
2024-04-02,63.0,2024-04-01,299.29,554.88,1922.4899999999998
2024-04-08,1842.0,2024-04-07,448.52,4772.03,10437.259999999998
2024-04-15,213.0,2024-04-14,4386.09,8068.03,13387.189999999999
2024-04-22,119.0,2024-04-21,425.14,765.47,2881.3999999999996
2024-11-04,85.0,2024-11-03,3690.77,10648.9,23414.980000000003
2024-11-11,2613.0,2024-11-10,1513.39,4576.9,14064.85
2024-11-18,160.0,2024-11-17,4494.6,16076.41,29645.739999999998
2024-11-25,292.0,2024-11-24,1181.4,3059.56,8811.52
2024-12-02,,2024-12-01,1168.74,2949.7,8324.75
2024-12-09,5794.0,2024-12-08,2260.9,18565.04,30473.379999999997
2024-12-16,287.0,2024-12-15,1543.48,5473.81,14590.66
2024-12-23,292.0,2024-12-22,1313.19,10965.88,15744.369999999999
2024-12-30,345.0,2024-12-29,616.0,2653.77,6548.65
2025-01-06,122.0,2025-01-05,1035.58,2375.07,6888.969999999999
2025-01-13,203.0,2025-01-12,403.0,526.28,2311.05
2025-01-21,10.0,2025-01-20,435.09,443.93,1991.7600000000002
2025-01-27,110.0,2025-01-26,435.09,568.66,2245.2599999999998
2025-02-03,20.0,2025-02-02,1235.32,12879.5,22296.92
2025-02-10,368.0,2025-02-09,450.0,545.47,2452.24
2025-02-17,108.0,2025-02-16,382.58,418.27,1995.51
2025-02-24,311.0,2025-02-23,421.0,1450.77,3187.92
2025-03-03,,2025-03-02,384.99,3224.19,5276.2699999999995
2025-03-04,41.0,2025-03-03,370.8,3224.19,5289.860000000001
2025-03-10,216.0,2025-03-09,925.83,925.83,2916.03
2025-03-17,63.0,2025-03-16,467.05,762.79,2358.21
2025-03-24,428.0,2025-03-23,743.08,16246.53,23681.760000000002
2025-03-31,63.0,2025-03-30,523.41,593.2,2682.59
2025-04-07,481.0,2025-04-06,11805.46,11805.46,24610.049999999996
2025-04-14,932.0,2025-04-13,1002.67,27960.98,34930.729999999996
2025-04-22,1607.0,2025-04-21,514.9,754.38,3040.3800000000006
2025-04-28,2495.0,2025-04-27,467.7,949.77,3014.15
2025-11-04,134.0,2025-11-03,1290.6,3463.02,10475.99
2025-11-11,1198.0,2025-11-10,1175.21,10470.16,16213.6
2025-11-18,97.0,2025-11-17,932.65,2665.64,8668.65
2025-11-25,41.0,2025-11-24,693.95,2895.74,6575.87
2025-12-02,657.0,2025-12-01,9518.22,27021.4,79696.39
2025-12-09,41.0,2025-12-08,1865.34,5204.69,13521.329999999998
2025-12-16,122.0,2025-12-15,871.41,1233.85,5198.219999999999
2025-12-22,20.0,2025-12-21,1577.86,8856.76,17803.510000000002
2025-12-29,169.0,2025-12-28,4302.96,16178.23,37099.09
2026-01-07,201.0,2026-01-06,723.34,1077.69,4340.8099999999995
2026-01-13,256.0,2026-01-12,579.75,698.19,3224.65
2026-01-21,218.0,2026-01-20,622.15,13750.2,17933.84
2026-01-27,426.0,2026-01-26,9261.19,9261.19,21583.690000000002
2026-02-03,275.0,2026-02-02,1244.96,4011.82,11024.34
2026-02-10,97.0,2026-02-09,804.25,3080.43,6724.029999999999
2026-02-17,3450.0,2026-02-16,1564.4,1564.4,4939.03
2026-02-24,160.0,2026-02-23,833.46,9141.29,15324.760000000002
2026-03-03,262.0,2026-03-02,776.16,3506.4,8683.56
2026-03-11,341.0,2026-03-10,1485.45,2306.95,5590.03
2026-03-17,399.0,2026-03-16,644.68,1058.35,3495.9099999999994
2026-03-24,85.0,2026-03-23,464.01,545.64,2478.28
2026-03-31,1439.0,2026-03-30,440.96,919.02,2728.64
2026-04-08,134.0,2026-04-07,435.14,486.46,2279.49
2026-04-14,706.0,2026-04-13,1805.15,1805.15,5169.66
2026-04-21,17300.0,2026-04-20,14173.47,44282.39,67784.91
2026-04-29,135.0,2026-04-28,1233.85,2899.16,9453.43
