E.coli date,E.coli value,Max flow date (past 24 hours),Max flow value (past 24 hours),Max flow value (past 168 hours),Total flow value (past 168 hours)
2012-12-27,300.0,2012-12-26,1363.18,15683.15,32059.97
2013-01-03,5200.0,2013-01-02,1826.86,32007.52,49195.58999999999
2013-01-09,220.0,2013-01-08,1054.67,10310.35,18907.38
2013-01-16,670.0,2013-01-15,9663.76,9663.76,20384.05
2013-01-23,240.0,2013-01-22,2328.2,12323.28,34687.44
2013-01-30,630.0,2013-01-29,853.79,2469.39,9850.55
2013-02-07,1100.0,2013-02-06,14831.75,26791.1,44916.009999999995
2013-02-13,3900.0,2013-02-12,595.9,14831.75,19598.760000000002
2013-02-20,38.0,2013-02-19,441.45,731.48,3829.39
2013-02-27,270.0,2013-02-26,350.82,435.7,2715.41
2013-03-06,21.0,2013-03-05,336.37,345.95,2331.8699999999994
2013-03-13,420.0,2013-03-12,272.14,336.37,2122.5299999999997
2013-03-20,3000.0,2013-03-19,4010.49,4010.49,5595.419999999999
2013-03-26,470.0,2013-03-25,296.61,7703.66,13663.609999999999
2013-04-03,68.0,2013-04-02,495.58,836.95,2654.22
2013-04-10,140.0,2013-04-09,241.39,370.8,1995.69
2013-04-17,540.0,2013-04-16,1497.86,30999.83,46854.93000000001
2013-04-23,690.0,2013-04-22,2922.83,2922.83,8475.1
2013-11-06,110.0,2013-11-05,2088.87,21524.6,48482.79
2013-11-13,310.0,2013-11-12,914.0,1773.38,9017.93
2013-11-20,190.0,2013-11-19,1094.29,3260.41,8322.130000000001
2013-11-27,1300.0,2013-11-26,501.86,715.87,4238.04
2013-12-04,63.0,2013-12-03,527.52,2374.74,7389.78
2013-12-11,2100.0,2013-12-10,1218.45,5806.31,11362.66
2013-12-18,1200.0,2013-12-17,617.53,2221.66,7710.73
2013-12-20,3300.0,2013-12-19,540.74,1006.4,5049.54
2013-12-27,440.0,2013-12-26,1510.55,1510.55,5282.149999999999
2014-01-03,92.0,2014-01-02,3519.74,3519.74,9208.66
2014-01-08,160.0,2014-01-07,4558.26,26031.33,65048.82000000001
2014-01-15,330.0,2014-01-14,975.96,2516.73,10354.6
2014-01-22,3300.0,2014-01-21,740.96,7034.06,12168.91
2014-01-29,34.0,2014-01-28,1659.44,2039.36,8798.619999999999
2014-02-04,260.0,2014-02-03,478.19,1659.44,4970.799999999999
2014-02-12,200.0,2014-02-11,414.4,1281.62,3898.2900000000004
2014-02-19,2800.0,2014-02-18,484.79,2403.86,6595.36
2014-02-26,8.0,2014-02-25,314.85,420.6,2710.21
2014-03-05,98.0,2014-03-04,337.2,337.2,2060.42
2014-03-12,54.0,2014-03-11,247.11,975.96,2945.32
2014-03-19,2900.0,2014-03-18,3825.17,3825.17,5359.6
2014-03-26,820.0,2014-03-25,314.85,3763.86,7287.6
2014-04-02,150.0,2014-04-01,257.0,293.2,1866.14
2014-04-09,520.0,2014-04-08,204.77,242.27,1540.2300000000002
2014-04-15,860.0,2014-04-14,478.19,1024.09,2508.0299999999997
2014-04-22,310.0,2014-04-21,3583.12,9899.62,22591.46
2014-04-30,470.0,2014-04-29,17936.92,18840.11,48362.92999999999
2014-11-05,380.0,2014-11-04,25549.11,25549.11,47936.21
2014-11-12,280.0,2014-11-11,1317.0,3400.08,12529.6
2014-11-19,350.0,2014-11-18,2313.54,17072.16,26952.289999999997
2014-11-26,4500.0,2014-11-25,1841.86,7255.12,24810.29
2014-12-03,70.0,2014-12-02,1684.8,26588.79,44077.35
2014-12-10,,2014-12-09,3438.56,19963.75,58047.87
2014-12-17,390.0,2014-12-16,2261.84,43061.74,69341.24999999999
2014-12-22,310.0,2014-12-21,3112.64,7900.8,23639.050000000003
2014-12-29,90.0,2014-12-28,1210.52,4758.15,16033.85
2015-01-07,360.0,2015-01-06,883.93,5625.04,20850.980000000003
2015-01-14,52.0,2015-01-13,758.82,2188.5,6840.700000000001
2015-01-21,1200.0,2015-01-20,506.66,664.89,3883.0699999999997
2015-01-28,84.0,2015-01-27,370.29,469.58,2899.39
2015-02-03,2200.0,2015-02-02,3258.04,3258.04,5359.55
2015-02-11,34.0,2015-02-10,464.41,2397.58,5606.78
2015-02-18,270.0,2015-02-17,319.38,652.11,2772.1
2015-02-25,380.0,2015-02-24,348.69,348.69,2199.92
2015-03-04,490.0,2015-03-03,267.54,315.28,1960.16
2015-03-11,190.0,2015-03-10,639.47,11280.79,18569.789999999997
2015-03-18,62.0,2015-03-17,361.58,9115.09,12406.300000000001
2015-03-25,38.0,2015-03-24,361.58,449.07,2328.91
2015-03-31,2700.0,2015-03-30,4084.59,4084.59,6164.99
2015-04-08,9700.0,2015-04-07,361.58,579.55,2907.8
2015-04-15,350.0,2015-04-14,8712.15,23731.29,72295.61
2015-04-22,500.0,2015-04-21,845.46,2618.25,10164.920000000002
2015-04-29,4500.0,2015-04-28,5047.66,5047.66,9023.66
2015-11-04,7900.0,2015-11-03,2019.6,26370.71,47970.81
2015-11-11,1200.0,2015-11-10,1592.7,39948.04,75732.51
2015-11-18,520.0,2015-11-17,1921.32,9149.65,19548.92
2015-12-02,1800.0,2015-12-01,2008.07,18131.05,35291.45
2015-12-09,460.0,2015-12-08,2126.61,23026.29,50552.89
2015-12-16,370.0,2015-12-15,1645.43,6196.45,19227.700000000004
2015-12-22,520.0,2015-12-21,890.89,1726.05,9395.09
2015-12-29,,2015-12-28,728.02,3674.28,10049.85
2016-01-06,120.0,2016-01-05,2871.68,4216.22,11344.970000000001
2016-01-13,110.0,2016-01-12,665.21,2768.36,8171.950000000001
2016-01-20,1300.0,2016-01-19,2534.45,2534.45,6729.699999999999
2016-01-27,210.0,2016-01-26,736.11,6055.57,13336.39
2016-02-03,25.0,2016-02-02,460.14,989.35,4373.87
2016-02-10,340.0,2016-02-09,366.56,490.98,2888.0
2016-02-17,78.0,2016-02-16,313.27,362.31,2383.57
2016-02-24,300.0,2016-02-23,497.31,22934.46,28418.87
2016-03-02,79.0,2016-03-01,375.13,872.84,3797.7200000000003
2016-03-09,1500.0,2016-03-08,345.57,383.8,2424.5099999999998
2016-03-16,1500.0,2016-03-15,397.0,2081.77,5705.219999999999
2016-03-22,750.0,2016-03-21,383.8,2485.62,6435.869999999999
2016-03-30,89.0,2016-03-29,329.22,1084.18,3337.5299999999997
2016-04-06,290.0,2016-04-05,3674.28,10884.41,24214.55
2016-04-13,410.0,2016-04-12,672.88,2534.45,6954.07
2016-04-20,80.0,2016-04-19,436.43,2326.21,5574.31
2016-04-27,140.0,2016-04-26,979.15,3693.09,7625.07
2016-11-02,550.0,2016-11-01,1071.54,4293.27,19067.6
2016-11-09,250.0,2016-11-08,3639.05,3639.05,15748.14
2016-11-16,2500.0,2016-11-15,6353.77,17594.53,60092.719999999994
2016-11-23,900.0,2016-11-22,2632.59,13102.2,47632.81
2016-11-30,180.0,2016-11-29,1500.35,3537.78,15354.66
2016-12-07,300.0,2016-12-06,1537.0,10829.51,21814.67
2016-12-13,260.0,2016-12-12,2502.4,4514.57,12962.869999999999
2016-12-20,940.0,2016-12-19,1537.0,11250.38,26474.539999999997
2016-12-29,3300.0,2016-12-28,1549.32,2471.34,11773.960000000003
2017-01-05,190.0,2017-01-04,5397.09,13132.69,40270.67
2017-01-10,330.0,2017-01-09,1611.75,13132.69,30858.690000000002
2017-01-17,190.0,2017-01-16,12980.58,12980.58,44159.840000000004
2017-01-25,170.0,2017-01-24,8992.76,8992.76,37557.61
2017-01-31,200.0,2017-01-30,1834.02,12321.48,34833.14
2017-02-08,560.0,2017-02-07,3434.92,37671.85,97352.98
2017-02-14,230.0,2017-02-13,1873.84,25287.26,42753.95
2017-02-21,180.0,2017-02-20,1419.2,4523.02,17054.329999999998
2017-02-28,220.0,2017-02-27,743.9,1349.44,6771.4400000000005
2017-03-07,330.0,2017-03-06,600.47,784.23,4550.41
2017-03-14,360.0,2017-03-13,7599.42,7599.42,13227.75
2017-03-21,290.0,2017-03-20,543.13,3491.04,9584.58
2017-03-28,130.0,2017-03-27,4538.23,12985.96,34260.0
2017-04-04,2500.0,2017-04-03,4351.33,4351.33,15193.55
2017-04-11,1300.0,2017-04-10,2336.0,17289.42,52372.85999999999
2017-04-19,340.0,2017-04-18,4514.67,11745.06,32739.989999999998
2017-04-27,52.0,2017-04-26,899.24,2064.38,9435.119999999999
2017-11-06,20.0,2017-11-05,2155.97,4171.43,10666.86
2017-11-12,110.0,2017-11-11,780.47,4815.04,12322.03
2017-11-21,20.0,2017-11-20,460.99,608.99,3696.21
2017-11-29,285.0,2017-11-28,377.18,432.99,2831.51
2017-12-03,169.0,2017-12-02,345.41,667.53,3141.74
2017-12-12,106.0,2017-12-11,789.05,789.05,2604.14
2017-12-18,216.0,2017-12-17,262.39,789.05,2722.48
2017-12-27,364.0,2017-12-26,262.39,329.55,1777.9999999999998
2018-01-03,4610.0,2018-01-02,230.92,879.3,2458.29
2018-01-08,488.0,2018-01-07,1236.17,1590.33,4166.630000000001
2018-01-14,452.0,2018-01-13,888.88,9085.02,19489.03
2018-02-04,62.0,2018-02-03,7674.52,7674.52,15638.220000000001
2018-02-13,6490.0,2018-02-12,18183.64,18183.64,20355.46
2018-02-19,985.0,2018-02-18,1393.8,40077.3,68502.34
2018-02-25,644.0,2018-02-24,2499.05,41760.06,52483.979999999996
2018-03-06,249.0,2018-03-05,963.32,12679.05,23110.18
2018-03-12,146.0,2018-03-11,692.68,1935.79,7123.42
2018-03-18,295.0,2018-03-17,543.9,692.68,4172.07
2018-03-27,295.0,2018-03-26,11766.66,11766.66,36894.380000000005
2018-04-05,175.0,2018-04-04,840.8,10441.19,18530.2
2018-04-08,20.0,2018-04-07,678.83,1201.1,6329.35
2018-04-15,96.0,2018-04-14,9271.2,14547.52,30714.47
2018-04-23,161.0,2018-04-22,1346.77,11042.39,23026.94
2018-11-12,228.0,2018-11-11,5765.84,14257.9,46893.83
2018-11-18,504.0,2018-11-17,972.08,5765.84,14599.2
2018-11-26,1616.0,2018-11-25,579.06,1144.9,5498.85
2018-12-02,216.0,2018-12-01,548.88,1655.53,6565.93
2018-12-10,448.0,2018-12-09,480.76,3257.44,7241.889999999999
2018-12-16,199.0,2018-12-15,453.05,603.95,3321.59
2018-12-24,86.0,2018-12-23,1124.54,1566.26,4272.6900000000005
2018-12-30,201.0,2018-12-29,548.88,1339.27,5921.389999999999
2019-01-07,2490.0,2019-01-06,1017.02,5765.84,14218.430000000002
2019-01-13,160.0,2019-01-12,1017.02,6126.92,12455.58
2019-01-22,359.0,2019-01-21,1815.65,9208.09,15732.92
2019-01-27,323.0,2019-01-26,662.44,1815.65,6745.08
2019-02-04,20.0,2019-02-03,2057.77,3164.75,10292.17
2019-02-10,109.0,2019-02-09,475.36,2057.77,5481.4
2019-02-19,397.0,2019-02-18,392.87,1432.11,4091.52
2019-02-24,794.0,2019-02-23,12436.68,12436.68,14877.58
2019-03-04,141.0,2019-03-03,655.77,3782.63,10364.7
2019-03-10,228.0,2019-03-09,2331.81,2331.81,6740.49
2019-03-17,327.0,2019-03-16,1305.48,7568.85,16015.55
2019-03-24,122.0,2019-03-23,525.5,922.34,4728.47
2019-04-01,8160.0,2019-03-31,519.76,4547.89,10094.53
2019-04-07,110.0,2019-04-06,519.76,3762.44,8038.06
2019-04-15,52.0,2019-04-14,947.02,4890.25,12879.230000000001
2019-04-21,813.0,2019-04-20,491.69,947.02,4461.54
2019-04-29,2046.0,2019-04-28,486.21,662.44,3595.2000000000003
2019-11-04,187.0,2019-11-03,914.2,12018.37,19630.19
2019-11-10,880.0,2019-11-09,882.05,914.2,5422.889999999999
2019-11-18,6870.0,2019-11-17,5842.25,12436.68,35952.8
2019-11-24,309.0,2019-11-23,2347.8,55330.69,92729.51000000001
2019-12-02,72.0,2019-12-01,775.29,1548.58,7539.34
2019-12-08,307.0,2019-12-07,725.25,7226.94,12586.8
2019-12-16,20.0,2019-12-15,1150.37,16363.46,23855.449999999997
2019-12-22,591.0,2019-12-21,18076.21,18076.21,23396.129999999997
2019-12-30,145.0,2019-12-29,801.13,861.25,4890.71
2020-01-05,279.0,2020-01-04,3284.06,3284.06,8864.189999999999
2020-01-13,189.0,2020-01-12,437.25,2467.1,7248.299999999999
2020-01-19,74.0,2020-01-18,437.25,4437.5,7743.4400000000005
2020-01-27,420.0,2020-01-26,362.41,412.05,2703.7900000000004
2020-02-02,448.0,2020-02-01,941.26,15070.13,19344.95
2020-02-10,309.0,2020-02-09,524.02,3303.51,9498.750000000002
2020-02-16,85.0,2020-02-15,437.25,524.02,3228.35
2020-02-24,627.0,2020-02-23,2130.21,2130.21,7057.880000000001
2020-03-01,1576.0,2020-02-29,428.73,2130.21,6232.64
2020-03-09,1333.0,2020-03-08,563.74,6528.01,10139.489999999998
2020-03-15,108.0,2020-03-14,454.63,991.87,4611.15
2020-11-02,216.0,2020-11-01,2761.09,10497.13,21543.38
2020-11-08,644.0,2020-11-07,1634.0,2761.09,11924.880000000001
2020-11-22,906.0,2020-11-21,1044.42,8701.83,14600.31
2020-11-30,7270.0,2020-11-29,1489.28,9772.0,23549.25
2020-12-06,243.0,2020-12-05,1945.98,31966.42,58478.42999999999
2020-12-14,108.0,2020-12-13,3992.76,31328.28,86517.03
2020-12-20,173.0,2020-12-19,1105.27,3992.76,15017.24
2020-12-28,246.0,2020-12-27,2366.37,21809.04,50027.1
2021-01-03,272.0,2021-01-02,802.19,2366.37,9345.2
2021-01-11,243.0,2021-01-10,1156.66,6963.69,16325.65
2021-01-17,98.0,2021-01-16,440.39,1156.66,4280.64
2021-01-26,211.0,2021-01-25,6486.98,6486.98,16000.49
2021-01-31,41.0,2021-01-30,504.04,6486.98,10795.14
2021-02-09,175.0,2021-02-08,344.65,417.12,2616.7
2021-02-14,84.0,2021-02-13,364.96,3834.73,6160.8099999999995
2021-02-22,282.0,2021-02-21,312.3,2085.16,4493.2
2021-03-01,120.0,2021-02-28,275.32,304.62,2009.27
2021-03-08,259.0,2021-03-07,371.0,371.0,2109.43
2021-03-14,256.0,2021-03-13,1587.25,57609.78,81153.35
2021-03-28,269.0,2021-03-27,329.98,417.72,2547.88
2021-04-05,350.0,2021-04-04,478.57,7490.69,16545.609999999997
2021-04-11,602.0,2021-04-10,367.85,1464.98,4151.23
2021-04-19,231.0,2021-04-18,2154.01,2154.01,8974.420000000002
2021-04-25,285.0,2021-04-24,417.72,2154.01,5512.64
2021-11-02,1050.0,2021-11-01,25842.26,25842.26,38370.74
2021-11-09,391.0,2021-11-08,833.28,3286.21,10910.720000000001
2021-11-15,2098.0,2021-11-14,47599.98,47599.98,54040.67
2021-11-23,958.0,2021-11-22,18666.37,18666.37,38200.49
2021-11-30,8160.0,2021-11-29,2975.29,50764.93,63126.81
2021-12-07,8660.0,2021-12-06,4934.1,8508.73,34596.46
2021-12-14,10500.0,2021-12-13,29284.43,132214.09,245877.91999999998
2021-12-21,364.0,2021-12-20,3157.01,25440.12,64105.649999999994
2021-12-28,1274.0,2021-12-27,1141.73,6597.42,17272.690000000002
2022-01-04,201.0,2022-01-03,728.11,3492.56,10844.09
2022-01-11,355.0,2022-01-10,520.04,674.24,4192.97
2022-01-18,146.0,2022-01-17,449.58,527.53,2907.12
2022-01-25,368.0,2022-01-24,336.07,1326.76,3643.93
2022-02-01,228.0,2022-01-31,325.94,9028.97,11519.13
2022-02-08,1145.0,2022-02-07,9095.19,17580.66,28244.929999999997
2022-02-15,488.0,2022-02-14,4256.88,16535.83,31363.22
2022-02-22,959.0,2022-02-21,9362.73,9362.73,15775.65
2022-03-01,399.0,2022-02-28,477.45,1486.88,5483.02
2022-03-08,631.0,2022-03-07,347.31,428.6,2672.41
2022-03-15,266.0,2022-03-14,325.94,341.38,2318.85
2022-03-22,85.0,2022-03-21,294.04,307.67,2104.65
2022-03-29,275.0,2022-03-28,289.47,403.52,2375.74
2022-04-05,52.0,2022-04-04,286.15,288.35,2005.2600000000002
2022-04-12,305.0,2022-04-11,281.86,1301.03,3955.5299999999997
2022-04-20,161.0,2022-04-19,275.69,310.45,2031.29
2022-04-27,253.0,2022-04-26,288.35,10585.12,12425.080000000002
2022-11-01,988.0,2022-10-31,6358.86,6358.86,10581.69
2022-11-07,75.0,2022-11-06,668.21,6358.86,14030.39
2022-11-14,706.0,2022-11-13,1639.0,1639.0,4878.56
2022-11-21,683.0,2022-11-20,10915.41,10915.41,17717.329999999998
2022-11-28,181.0,2022-11-27,2205.04,12074.43,39559.36
2022-12-05,295.0,2022-12-04,1312.07,6112.61,17361.32
2022-12-12,183.0,2022-12-11,3348.12,3348.12,9793.220000000001
2022-12-19,1616.0,2022-12-18,3277.37,3277.37,10344.14
2022-12-26,309.0,2022-12-25,4019.36,5314.52,19185.9
2023-01-02,213.0,2023-01-01,573.89,1254.2,5696.04
2023-01-09,450.0,2023-01-08,1282.96,1730.65,5667.610000000001
2023-01-16,305.0,2023-01-15,360.09,555.26,3130.7699999999995
2023-01-24,586.0,2023-01-23,356.48,675.41,2694.8899999999994
2023-01-30,336.0,2023-01-29,1730.65,1730.65,4305.220000000001
2023-02-07,389.0,2023-02-06,8038.13,8038.13,11982.470000000001
2023-02-13,272.0,2023-02-12,356.48,10799.39,21573.63
2023-02-20,683.0,2023-02-19,793.68,9007.34,17055.649999999998
2023-02-27,262.0,2023-02-26,793.68,4956.23,11433.1
2023-03-06,313.0,2023-03-05,5050.0,5050.0,10933.119999999997
2023-03-13,295.0,2023-03-12,815.94,2452.35,8315.66
2023-03-20,379.0,2023-03-19,4205.97,13740.26,31859.04
2023-03-27,1553.0,2023-03-26,2792.01,8631.71,20109.41
2023-04-03,241.0,2023-04-02,1356.4,84125.05,97773.77
2023-04-11,298.0,2023-04-10,549.17,1075.86,5236.94
2023-04-17,109.0,2023-04-16,750.68,5872.91,11282.369999999999
2023-04-24,754.0,2023-04-23,16690.84,16690.84,46267.97
2023-11-06,169.0,2023-11-05,2156.39,3242.12,11111.570000000002
2023-11-13,771.0,2023-11-12,508.3,986.0,4373.38
2023-11-20,657.0,2023-11-19,1917.17,4605.06,9587.52
2023-11-27,146.0,2023-11-26,761.24,3472.79,12404.169999999998
2023-12-04,749.0,2023-12-03,827.26,10044.51,19832.79
2023-12-11,2600.0,2023-12-10,729.95,3598.54,12332.85
2023-12-18,512.0,2023-12-17,18836.06,28674.06,57183.75
2023-12-27,482.0,2023-12-26,13696.01,13696.01,28910.5
2024-01-03,327.0,2024-01-02,4494.6,14322.85,46187.2
2024-01-08,158.0,2024-01-07,1498.48,14322.85,29408.11
2024-01-15,443.0,2024-01-14,669.15,1219.96,6166.63
2024-01-23,414.0,2024-01-22,693.87,913.74,4492.42
2024-01-29,1789.0,2024-01-28,12929.57,12929.57,17137.66
2024-02-05,134.0,2024-02-04,2512.27,2512.27,8231.759999999998
2024-02-12,228.0,2024-02-11,379.33,728.64,3260.08
2024-02-19,185.0,2024-02-18,389.6,389.6,2507.87
2024-02-26,2224.0,2024-02-25,349.24,372.8,2374.01
2024-03-04,323.0,2024-03-03,9602.58,14589.32,27534.52
2024-03-11,389.0,2024-03-10,737.65,33429.31,51274.93
2024-03-18,10.0,2024-03-17,434.34,728.64,3867.08
2024-03-25,345.0,2024-03-24,341.04,443.74,2656.98
2024-04-02,63.0,2024-04-01,299.29,554.88,2576.87
2024-04-08,1842.0,2024-04-07,448.52,4772.03,11033.0
2024-04-15,213.0,2024-04-14,4386.09,8068.03,14062.88
2024-04-22,119.0,2024-04-21,425.14,913.74,4456.3099999999995
2024-11-04,85.0,2024-11-03,3690.77,10648.9,40379.19
2024-11-11,2613.0,2024-11-10,1513.39,4576.9,17309.61
2024-11-18,160.0,2024-11-17,4494.6,28569.06,67691.0
2024-11-25,292.0,2024-11-24,1181.4,3059.56,13960.07
2024-12-02,,2024-12-01,1168.74,2949.7,10497.71
2024-12-09,5794.0,2024-12-08,2260.9,18565.04,32080.6
2024-12-16,287.0,2024-12-15,1543.48,70610.79,108045.23
2024-12-23,292.0,2024-12-22,1313.19,17778.93,34809.39
2024-12-30,345.0,2024-12-29,616.0,2653.77,8624.51
2025-01-06,122.0,2025-01-05,1035.58,5565.1,13014.82
2025-01-13,203.0,2025-01-12,403.0,852.04,3747.87
2025-01-21,10.0,2025-01-20,435.09,443.93,2706.82
2025-01-27,110.0,2025-01-26,435.09,568.66,3106.9
2025-02-03,20.0,2025-02-02,1235.32,12879.5,23800.019999999997
2025-02-10,368.0,2025-02-09,450.0,743.08,3803.8999999999996
2025-02-17,108.0,2025-02-16,382.58,438.0,2860.06
2025-02-24,311.0,2025-02-23,421.0,1450.77,3945.96
2025-03-03,,2025-03-02,384.99,3224.19,6008.75
2025-03-04,41.0,2025-03-03,370.8,3224.19,6008.750000000001
2025-03-10,216.0,2025-03-09,925.83,925.83,3865.1400000000003
2025-03-17,63.0,2025-03-16,467.05,762.79,3382.4100000000003
2025-03-24,428.0,2025-03-23,743.08,16246.53,29405.670000000002
2025-03-31,63.0,2025-03-30,523.41,812.3,4130.200000000001
2025-04-07,481.0,2025-04-06,11805.46,11805.46,25457.269999999997
2025-04-14,932.0,2025-04-13,1002.67,27960.98,40204.47
2025-04-22,1607.0,2025-04-21,514.9,754.38,4469.04
2025-04-28,2495.0,2025-04-27,467.7,3439.15,6968.2
2025-11-04,134.0,2025-11-03,1290.6,37602.41,79250.75
2025-11-11,1198.0,2025-11-10,1175.21,10470.16,18353.739999999998
2025-11-18,97.0,2025-11-17,932.65,2831.8,14269.2
2025-11-25,41.0,2025-11-24,693.95,2895.74,8134.95
2025-12-02,657.0,2025-12-01,9518.22,27021.4,80910.09
2025-12-09,41.0,2025-12-08,1865.34,9987.6,26093.86
2025-12-16,122.0,2025-12-15,871.41,1254.96,7687.03
2025-12-22,20.0,2025-12-21,1577.86,8856.76,19486.38
2025-12-29,169.0,2025-12-28,4302.96,16178.23,38877.189999999995
2026-01-07,201.0,2026-01-06,723.34,1397.31,6928.409999999999
2026-01-13,256.0,2026-01-12,579.75,723.34,4627.87
2026-01-21,218.0,2026-01-20,622.15,13750.2,19046.39
2026-01-27,426.0,2026-01-26,9261.19,9261.19,22780.540000000005
2026-02-03,275.0,2026-02-02,1244.96,18899.44,38814.59
2026-02-10,97.0,2026-02-09,804.25,3080.43,10633.229999999998
2026-02-17,3450.0,2026-02-16,1564.4,1564.4,6386.19
2026-02-24,160.0,2026-02-23,833.46,9141.29,20629.24
2026-03-03,262.0,2026-03-02,776.16,3506.4,10138.239999999998
2026-03-11,341.0,2026-03-10,1485.45,2306.95,7053.9400000000005
2026-03-17,399.0,2026-03-16,644.68,1485.45,5884.259999999999
2026-03-24,85.0,2026-03-23,464.01,545.64,3546.9800000000005
2026-03-31,1439.0,2026-03-30,440.96,919.02,3625.9999999999995
2026-04-08,134.0,2026-04-07,435.14,2289.76,5138.97
2026-04-14,706.0,2026-04-13,1805.15,1805.15,6026.03
2026-04-21,17300.0,2026-04-20,14173.47,44282.39,71497.40000000001
2026-04-29,135.0,2026-04-28,1233.85,12978.34,26831.22
