E.coli date,E.coli value,Max flow date (past 24 hours),Max flow value (past 24 hours),Max flow value (past 96 hours),Total flow value (past 96 hours)
2012-12-27,300.0,2012-12-26,1363.18,5378.7,10431.0
2013-01-03,5200.0,2013-01-02,1826.86,32007.52,41422.49
2013-01-09,220.0,2013-01-08,1054.67,1681.08,5297.46
2013-01-16,670.0,2013-01-15,9663.76,9663.76,17681.940000000002
2013-01-23,240.0,2013-01-22,2328.2,12323.28,17889.46
2013-01-30,630.0,2013-01-29,853.79,1316.8,4147.54
2013-02-07,1100.0,2013-02-06,14831.75,26791.1,42829.189999999995
2013-02-13,3900.0,2013-02-12,595.9,763.2,2699.02
2013-02-20,38.0,2013-02-19,441.45,508.19,1910.0
2013-02-27,270.0,2013-02-26,350.82,386.33,1458.62
2013-03-06,21.0,2013-03-05,336.37,336.37,1308.4099999999999
2013-03-13,420.0,2013-03-12,272.14,300.82,1145.55
2013-03-20,3000.0,2013-03-19,4010.49,4010.49,4821.999999999999
2013-03-26,470.0,2013-03-25,296.61,381.1,1309.7800000000002
2013-04-03,68.0,2013-04-02,495.58,836.95,1845.57
2013-04-10,140.0,2013-04-09,241.39,272.14,981.63
2013-04-17,540.0,2013-04-16,1497.86,30999.83,45563.780000000006
2013-04-23,690.0,2013-04-22,2922.83,2922.83,5072.66
2013-11-06,110.0,2013-11-05,2088.87,15683.15,23740.35
2013-11-13,310.0,2013-11-12,914.0,1239.92,4235.6900000000005
2013-11-20,190.0,2013-11-19,1094.29,3260.41,6006.96
2013-11-27,1300.0,2013-11-26,501.86,647.17,2271.94
2013-12-04,63.0,2013-12-03,527.52,2374.74,4886.759999999999
2013-12-11,2100.0,2013-12-10,1218.45,5806.31,9750.6
2013-12-18,1200.0,2013-12-17,617.53,853.79,2920.63
2013-12-20,3300.0,2013-12-19,540.74,670.0,2410.04
2013-12-27,440.0,2013-12-26,1510.55,1510.55,3825.5199999999995
2014-01-03,92.0,2014-01-02,3519.74,3519.74,6492.1
2014-01-08,160.0,2014-01-07,4558.26,26031.33,59008.86000000001
2014-01-15,330.0,2014-01-14,975.96,1247.03,4312.64
2014-01-22,3300.0,2014-01-21,740.96,7034.06,9420.93
2014-01-29,34.0,2014-01-28,1659.44,2039.36,5102.53
2014-02-04,260.0,2014-02-03,478.19,560.03,2075.16
2014-02-12,200.0,2014-02-11,414.4,1281.62,2611.25
2014-02-19,2800.0,2014-02-18,484.79,2403.86,5449.24
2014-02-26,8.0,2014-02-25,314.85,402.12,1485.21
2014-03-05,98.0,2014-03-04,337.2,337.2,1159.3
2014-03-12,54.0,2014-03-11,247.11,309.37,1085.6399999999999
2014-03-19,2900.0,2014-03-18,3825.17,3825.17,4647.19
2014-03-26,820.0,2014-03-25,314.85,426.84,1416.27
2014-04-02,150.0,2014-04-01,257.0,257.0,1023.0
2014-04-09,520.0,2014-04-08,204.77,218.58,842.0300000000001
2014-04-15,860.0,2014-04-14,478.19,1024.09,1907.29
2014-04-22,310.0,2014-04-21,3583.12,6808.4,11854.31
2014-04-30,470.0,2014-04-29,17936.92,17936.92,24311.239999999998
2014-11-05,380.0,2014-11-04,25549.11,25549.11,33709.89
2014-11-12,280.0,2014-11-11,1317.0,1464.58,5117.099999999999
2014-11-19,350.0,2014-11-18,2313.54,17072.16,22234.219999999998
2014-11-26,4500.0,2014-11-25,1841.86,7068.16,14492.79
2014-12-03,70.0,2014-12-02,1684.8,3814.05,10869.27
2014-12-10,,2014-12-09,3438.56,19699.72,35432.04
2014-12-17,390.0,2014-12-16,2261.84,4868.63,13673.91
2014-12-22,310.0,2014-12-21,3112.64,7900.8,16739.65
2014-12-29,90.0,2014-12-28,1210.52,1858.29,6032.84
2015-01-07,360.0,2015-01-06,883.93,1303.97,4256.860000000001
2015-01-14,52.0,2015-01-13,758.82,758.82,2859.78
2015-01-21,1200.0,2015-01-20,506.66,534.08,2070.54
2015-01-28,84.0,2015-01-27,370.29,410.75,1566.07
2015-02-03,2200.0,2015-02-02,3258.04,3258.04,4270.38
2015-02-11,34.0,2015-02-10,464.41,523.02,1861.24
2015-02-18,270.0,2015-02-17,319.38,361.58,1357.3
2015-02-25,380.0,2015-02-24,348.69,348.69,1270.35
2015-03-04,490.0,2015-03-03,267.54,303.09,1090.3
2015-03-11,190.0,2015-03-10,639.47,11280.79,17828.41
2015-03-18,62.0,2015-03-17,361.58,1272.29,2486.29
2015-03-25,38.0,2015-03-24,361.58,449.07,1369.1100000000001
2015-03-31,2700.0,2015-03-30,4084.59,4084.59,5252.76
2015-04-08,9700.0,2015-04-07,361.58,501.27,1560.24
2015-04-15,350.0,2015-04-14,8712.15,12772.73,27338.76
2015-04-22,500.0,2015-04-21,845.46,1537.87,4484.14
2015-04-29,4500.0,2015-04-28,5047.66,5047.66,6834.04
2015-11-04,7900.0,2015-11-03,2019.6,7974.02,15741.460000000001
2015-11-11,1200.0,2015-11-10,1592.7,2871.68,8577.3
2015-11-18,520.0,2015-11-17,1921.32,9149.65,13275.8
2015-12-02,1800.0,2015-12-01,2008.07,18131.05,29172.61
2015-12-09,460.0,2015-12-08,2126.61,23026.29,31127.15
2015-12-16,370.0,2015-12-15,1645.43,6196.45,12525.77
2015-12-22,520.0,2015-12-21,890.89,1726.05,4755.78
2015-12-29,,2015-12-28,728.02,999.61,3394.7200000000003
2016-01-06,120.0,2016-01-05,2871.68,4216.22,9316.67
2016-01-13,110.0,2016-01-12,665.21,2768.36,6105.33
2016-01-20,1300.0,2016-01-19,2534.45,2534.45,4996.61
2016-01-27,210.0,2016-01-26,736.11,2501.85,4896.969999999999
2016-02-03,25.0,2016-02-02,460.14,549.86,2030.73
2016-02-10,340.0,2016-02-09,366.56,402.47,1541.16
2016-02-17,78.0,2016-02-16,313.27,345.57,1309.24
2016-02-24,300.0,2016-02-23,497.31,22934.46,25252.35
2016-03-02,79.0,2016-03-01,375.13,819.96,2057.7
2016-03-09,1500.0,2016-03-08,345.57,383.8,1395.9099999999999
2016-03-16,1500.0,2016-03-15,397.0,794.25,1895.35
2016-03-22,750.0,2016-03-21,383.8,680.59,1986.6
2016-03-30,89.0,2016-03-29,329.22,549.86,1574.5099999999998
2016-04-06,290.0,2016-04-05,3674.28,10884.41,23286.27
2016-04-13,410.0,2016-04-12,672.88,2534.45,4634.74
2016-04-20,80.0,2016-04-19,436.43,516.61,1891.88
2016-04-27,140.0,2016-04-26,979.15,3693.09,6436.2699999999995
2016-11-02,550.0,2016-11-01,1071.54,4293.27,10380.92
2016-11-09,250.0,2016-11-08,3639.05,3639.05,10355.42
2016-11-16,2500.0,2016-11-15,6353.77,17594.53,36836.399999999994
2016-11-23,900.0,2016-11-22,2632.59,4851.07,14858.84
2016-11-30,180.0,2016-11-29,1500.35,3537.78,8782.75
2016-12-07,300.0,2016-12-06,1537.0,1957.96,6781.91
2016-12-13,260.0,2016-12-12,2502.4,4514.57,9101.55
2016-12-20,940.0,2016-12-19,1537.0,11250.38,17633.48
2016-12-29,3300.0,2016-12-28,1549.32,1549.32,5434.360000000001
2017-01-05,190.0,2017-01-04,5397.09,13132.69,31527.799999999996
2017-01-10,330.0,2017-01-09,1611.75,2682.8,8622.14
2017-01-17,190.0,2017-01-16,12980.58,12980.58,34090.3
2017-01-25,170.0,2017-01-24,8992.76,8992.76,25076.57
2017-01-31,200.0,2017-01-30,1834.02,3520.78,10169.19
2017-02-08,560.0,2017-02-07,3434.92,37671.85,52757.84
2017-02-14,230.0,2017-02-13,1873.84,3114.52,9583.28
2017-02-21,180.0,2017-02-20,1419.2,4523.02,9981.72
2017-02-28,220.0,2017-02-27,743.9,923.7,3302.5199999999995
2017-03-07,330.0,2017-03-06,600.47,784.23,2550.31
2017-03-14,360.0,2017-03-13,7599.42,7599.42,10486.45
2017-03-21,290.0,2017-03-20,543.13,742.48,2542.76
2017-03-28,130.0,2017-03-27,4538.23,12985.96,21671.8
2017-04-04,2500.0,2017-04-03,4351.33,4351.33,9852.41
2017-04-11,1300.0,2017-04-10,2336.0,13669.71,24991.96
2017-04-19,340.0,2017-04-18,4514.67,11745.06,26345.03
2017-04-27,52.0,2017-04-26,899.24,1242.1,4244.15
2017-11-06,20.0,2017-11-05,2155.97,4171.43,7880.04
2017-11-12,110.0,2017-11-11,780.47,4815.04,7285.570000000001
2017-11-21,20.0,2017-11-20,460.99,523.18,1970.92
2017-11-29,285.0,2017-11-28,377.18,401.07,1556.49
2017-12-03,169.0,2017-12-02,345.41,667.53,1986.32
2017-12-12,106.0,2017-12-11,789.05,789.05,1663.0
2017-12-18,216.0,2017-12-17,262.39,290.0,1108.72
2017-12-27,364.0,2017-12-26,262.39,262.39,959.0899999999999
2018-01-03,4610.0,2018-01-02,230.92,250.58,939.42
2018-01-08,488.0,2018-01-07,1236.17,1590.33,3485.6400000000003
2018-01-14,452.0,2018-01-13,888.88,9085.02,17672.73
2018-02-04,62.0,2018-02-03,7674.52,7674.52,8667.86
2018-02-13,6490.0,2018-02-12,18183.64,18183.64,19219.899999999998
2018-02-19,985.0,2018-02-18,1393.8,2792.09,7199.29
2018-02-25,644.0,2018-02-24,2499.05,41760.06,49078.81
2018-03-06,249.0,2018-03-05,963.32,1541.12,4846.7
2018-03-12,146.0,2018-03-11,692.68,1935.79,4423.07
2018-03-18,295.0,2018-03-17,543.9,574.28,2248.2999999999997
2018-03-27,295.0,2018-03-26,11766.66,11766.66,31891.22
2018-04-05,175.0,2018-04-04,840.8,1201.1,4082.2499999999995
2018-04-08,20.0,2018-04-07,678.83,840.8,3087.8999999999996
2018-04-15,96.0,2018-04-14,9271.2,14547.52,28253.980000000003
2018-04-23,161.0,2018-04-22,1346.77,2319.02,7055.130000000001
2018-11-12,228.0,2018-11-11,5765.84,14257.9,32399.55
2018-11-18,504.0,2018-11-17,972.08,1455.95,4742.34
2018-11-26,1616.0,2018-11-25,579.06,963.69,2860.96
2018-12-02,216.0,2018-12-01,548.88,1655.53,3678.0600000000004
2018-12-10,448.0,2018-12-09,480.76,1124.54,3008.91
2018-12-16,199.0,2018-12-15,453.05,603.95,1947.0700000000002
2018-12-24,86.0,2018-12-23,1124.54,1566.26,3049.7400000000002
2018-12-30,201.0,2018-12-29,548.88,1339.27,3280.66
2019-01-07,2490.0,2019-01-06,1017.02,5765.84,10109.54
2019-01-13,160.0,2019-01-12,1017.02,1250.4,4381.11
2019-01-22,359.0,2019-01-21,1815.65,1815.65,4305.15
2019-01-27,323.0,2019-01-26,662.44,1455.95,3307.9900000000002
2019-02-04,20.0,2019-02-03,2057.77,2057.77,4308.93
2019-02-10,109.0,2019-02-09,475.36,579.06,2130.15
2019-02-19,397.0,2019-02-18,392.87,1432.11,2763.39
2019-02-24,794.0,2019-02-23,12436.68,12436.68,13589.26
2019-03-04,141.0,2019-03-03,655.77,955.33,3156.49
2019-03-10,228.0,2019-03-09,2331.81,2331.81,4913.91
2019-03-17,327.0,2019-03-16,1305.48,7568.85,12498.21
2019-03-24,122.0,2019-03-23,525.5,642.57,2320.57
2019-04-01,8160.0,2019-03-31,519.76,4547.89,8356.33
2019-04-07,110.0,2019-04-06,519.76,1504.35,3280.5
2019-04-15,52.0,2019-04-14,947.02,4890.25,11164.710000000001
2019-04-21,813.0,2019-04-20,491.69,585.22,2133.94
2019-04-29,2046.0,2019-04-28,486.21,486.21,1804.99
2019-11-04,187.0,2019-11-03,914.2,1396.83,4743.87
2019-11-10,880.0,2019-11-09,882.05,882.05,2891.02
2019-11-18,6870.0,2019-11-17,5842.25,12436.68,22016.960000000003
2019-11-24,309.0,2019-11-23,2347.8,7871.14,18271.12
2019-12-02,72.0,2019-12-01,775.29,1000.57,3506.23
2019-12-08,307.0,2019-12-07,725.25,7226.94,10286.22
2019-12-16,20.0,2019-12-15,1150.37,1150.37,3456.5299999999997
2019-12-22,591.0,2019-12-21,18076.21,18076.21,20947.98
2019-12-30,145.0,2019-12-29,801.13,801.13,2607.9
2020-01-05,279.0,2020-01-04,3284.06,3284.06,6289.82
2020-01-13,189.0,2020-01-12,437.25,481.59,1832.58
2020-01-19,74.0,2020-01-18,437.25,1009.36,2448.36
2020-01-27,420.0,2020-01-26,362.41,384.0,1499.93
2020-02-02,448.0,2020-02-01,941.26,15070.13,17983.17
2020-02-10,309.0,2020-02-09,524.02,2780.19,4550.4400000000005
2020-02-16,85.0,2020-02-15,437.25,441.55,1740.6799999999998
2020-02-24,627.0,2020-02-23,2130.21,2130.21,5251.8
2020-03-01,1576.0,2020-02-29,428.73,524.02,1880.22
2020-03-09,1333.0,2020-03-08,563.74,6528.01,8561.5
2020-03-15,108.0,2020-03-14,454.63,991.87,2583.52
2020-11-02,216.0,2020-11-01,2761.09,3640.58,9475.23
2020-11-08,644.0,2020-11-07,1634.0,1634.0,5339.8
2020-11-22,906.0,2020-11-21,1044.42,8701.83,12165.14
2020-11-30,7270.0,2020-11-29,1489.28,5820.73,11340.98
2020-12-06,243.0,2020-12-05,1945.98,10453.34,19279.16
2020-12-14,108.0,2020-12-13,3992.76,15358.93,40061.03
2020-12-20,173.0,2020-12-19,1105.27,1842.36,5753.599999999999
2020-12-28,246.0,2020-12-27,2366.37,21809.04,47225.6
2021-01-03,272.0,2021-01-02,802.19,1167.08,3892.33
2021-01-11,243.0,2021-01-10,1156.66,6963.69,14099.46
2021-01-17,98.0,2021-01-16,440.39,522.34,1909.7600000000002
2021-01-26,211.0,2021-01-25,6486.98,6486.98,8739.44
2021-01-31,41.0,2021-01-30,504.04,690.17,2319.51
2021-02-09,175.0,2021-02-08,344.65,371.0,1416.34
2021-02-14,84.0,2021-02-13,364.96,3834.73,5132.39
2021-02-22,282.0,2021-02-21,312.3,405.95,1374.56
2021-03-01,120.0,2021-02-28,275.32,284.86,1120.3200000000002
2021-03-08,259.0,2021-03-07,371.0,371.0,1297.51
2021-03-14,256.0,2021-03-13,1587.25,57609.78,79202.63
2021-03-28,269.0,2021-03-27,329.98,355.63,1373.6100000000001
2021-04-05,350.0,2021-04-04,478.57,7490.69,14863.419999999998
2021-04-11,602.0,2021-04-10,367.85,592.09,1818.98
2021-04-19,231.0,2021-04-18,2154.01,2154.01,6371.080000000002
2021-04-25,285.0,2021-04-24,417.72,674.23,2104.6
2021-11-02,1050.0,2021-11-01,25842.26,25842.26,34026.74
2021-11-09,391.0,2021-11-08,833.28,1273.28,4130.66
2021-11-15,2098.0,2021-11-14,47599.98,47599.98,51772.91
2021-11-23,958.0,2021-11-22,18666.37,18666.37,25546.05
2021-11-30,8160.0,2021-11-29,2975.29,2975.29,7283.26
2021-12-07,8660.0,2021-12-06,4934.1,5490.65,18094.85
2021-12-14,10500.0,2021-12-13,29284.43,29284.43,49073.14
2021-12-21,364.0,2021-12-20,3157.01,6708.93,20004.24
2021-12-28,1274.0,2021-12-27,1141.73,1790.27,5803.32
2022-01-04,201.0,2022-01-03,728.11,1486.88,3943.26
2022-01-11,355.0,2022-01-10,520.04,602.6,2219.92
2022-01-18,146.0,2022-01-17,449.58,498.07,1866.95
2022-01-25,368.0,2022-01-24,336.07,1326.76,2393.27
2022-02-01,228.0,2022-01-31,325.94,805.25,1814.23
2022-02-08,1145.0,2022-02-07,9095.19,17580.66,27293.969999999998
2022-02-15,488.0,2022-02-14,4256.88,16535.83,25252.920000000002
2022-02-22,959.0,2022-02-21,9362.73,9362.73,11603.66
2022-03-01,399.0,2022-02-28,477.45,675.73,2261.82
2022-03-08,631.0,2022-03-07,347.31,373.68,1443.2900000000002
2022-03-15,266.0,2022-03-14,325.94,330.93,1308.77
2022-03-22,85.0,2022-03-21,294.04,300.02,1186.86
2022-03-29,275.0,2022-03-28,289.47,367.93,1282.58
2022-04-05,52.0,2022-04-04,286.15,288.35,1145.71
2022-04-12,305.0,2022-04-11,281.86,1200.88,2067.58
2022-04-20,161.0,2022-04-19,275.69,294.04,1136.01
2022-04-27,253.0,2022-04-26,288.35,10585.12,11587.78
2022-11-01,988.0,2022-10-31,6358.86,6358.86,9222.54
2022-11-07,75.0,2022-11-06,668.21,1730.65,4082.51
2022-11-14,706.0,2022-11-13,1639.0,1639.0,3229.1400000000003
2022-11-21,683.0,2022-11-20,10915.41,10915.41,14910.15
2022-11-28,181.0,2022-11-27,2205.04,7378.71,19627.98
2022-12-05,295.0,2022-12-04,1312.07,6112.61,10729.899999999998
2022-12-12,183.0,2022-12-11,3348.12,3348.12,6558.17
2022-12-19,1616.0,2022-12-18,3277.37,3277.37,5822.499999999999
2022-12-26,309.0,2022-12-25,4019.36,4019.36,8088.289999999999
2023-01-02,213.0,2023-01-01,573.89,729.95,2605.55
2023-01-09,450.0,2023-01-08,1282.96,1730.65,4102.110000000001
2023-01-16,305.0,2023-01-15,360.09,555.26,1717.57
2023-01-24,586.0,2023-01-23,356.48,675.41,1676.5499999999997
2023-01-30,336.0,2023-01-29,1730.65,1730.65,3231.1500000000005
2023-02-07,389.0,2023-02-06,8038.13,8038.13,10907.78
2023-02-13,272.0,2023-02-12,356.48,573.89,1775.9299999999998
2023-02-20,683.0,2023-02-19,793.68,3725.38,7334.78
2023-02-27,262.0,2023-02-26,793.68,4956.23,9616.68
2023-03-06,313.0,2023-03-05,5050.0,5050.0,7746.73
2023-03-13,295.0,2023-03-12,815.94,2452.35,5694.91
2023-03-20,379.0,2023-03-19,4205.97,13740.26,19986.79
2023-03-27,1553.0,2023-03-26,2792.01,2792.01,7617.52
2023-04-03,241.0,2023-04-02,1356.4,2553.15,7056.889999999999
2023-04-11,298.0,2023-04-10,549.17,729.95,2548.41
2023-04-17,109.0,2023-04-16,750.68,5872.91,9270.279999999999
2023-04-24,754.0,2023-04-23,16690.84,16690.84,44478.74
2023-11-06,169.0,2023-11-05,2156.39,3242.12,7080.51
2023-11-13,771.0,2023-11-12,508.3,567.62,2098.53
2023-11-20,657.0,2023-11-19,1917.17,4605.06,8226.42
2023-11-27,146.0,2023-11-26,761.24,1885.79,4395.179999999999
2023-12-04,749.0,2023-12-03,827.26,10044.51,13389.880000000001
2023-12-11,2600.0,2023-12-10,729.95,1170.04,3862.8599999999997
2023-12-18,512.0,2023-12-17,18836.06,18836.06,22921.260000000002
2023-12-27,482.0,2023-12-26,13696.01,13696.01,21451.4
2024-01-03,327.0,2024-01-02,4494.6,14322.85,38617.6
2024-01-08,158.0,2024-01-07,1498.48,2413.83,7531.1
2024-01-15,443.0,2024-01-14,669.15,822.45,2985.71
2024-01-23,414.0,2024-01-22,693.87,913.74,2578.39
2024-01-29,1789.0,2024-01-28,12929.57,12929.57,14403.5
2024-02-05,134.0,2024-02-04,2512.27,2512.27,5623.7699999999995
2024-02-12,228.0,2024-02-11,379.33,419.11,1629.2100000000003
2024-02-19,185.0,2024-02-18,389.6,389.6,1421.8300000000002
2024-02-26,2224.0,2024-02-25,349.24,349.24,1329.3500000000001
2024-03-04,323.0,2024-03-03,9602.58,9602.58,11861.35
2024-03-11,389.0,2024-03-10,737.65,1848.01,4618.41
2024-03-18,10.0,2024-03-17,434.34,728.64,2146.84
2024-03-25,345.0,2024-03-24,341.04,366.85,1419.02
2024-04-02,63.0,2024-04-01,299.29,429.72,1367.61
2024-04-08,1842.0,2024-04-07,448.52,4772.03,10143.619999999999
2024-04-15,213.0,2024-04-14,4386.09,8068.03,13073.189999999999
2024-04-22,119.0,2024-04-21,425.14,765.47,2250.8599999999997
2024-11-04,85.0,2024-11-03,3690.77,10648.9,20036.120000000003
2024-11-11,2613.0,2024-11-10,1513.39,4576.9,9487.95
2024-11-18,160.0,2024-11-17,4494.6,16076.41,25498.57
2024-11-25,292.0,2024-11-24,1181.4,3059.56,6963.51
2024-12-02,,2024-12-01,1168.74,1604.79,5375.049999999999
2024-12-09,5794.0,2024-12-08,2260.9,18565.04,29787.879999999997
2024-12-16,287.0,2024-12-15,1543.48,3217.05,9116.849999999999
2024-12-23,292.0,2024-12-22,1313.19,1368.52,4778.49
2024-12-30,345.0,2024-12-29,616.0,1246.13,3894.88
2025-01-06,122.0,2025-01-05,1035.58,2375.07,4831.25
2025-01-13,203.0,2025-01-12,403.0,488.51,1784.77
2025-01-21,10.0,2025-01-20,435.09,443.93,1647.16
2025-01-27,110.0,2025-01-26,435.09,568.66,1824.2599999999998
2025-02-03,20.0,2025-02-02,1235.32,12879.5,21884.03
2025-02-10,368.0,2025-02-09,450.0,508.1,1906.77
2025-02-17,108.0,2025-02-16,382.58,402.44,1577.24
2025-02-24,311.0,2025-02-23,421.0,474.15,1737.15
2025-03-03,,2025-03-02,384.99,3224.19,4919.0599999999995
2025-03-04,41.0,2025-03-03,370.8,883.33,2065.67
2025-03-10,216.0,2025-03-09,925.83,925.83,2352.1200000000003
2025-03-17,63.0,2025-03-16,467.05,762.79,1996.53
2025-03-24,428.0,2025-03-23,743.08,16246.53,20126.13
2025-03-31,63.0,2025-03-30,523.41,564.79,2089.39
2025-04-07,481.0,2025-04-06,11805.46,11805.46,24205.379999999997
2025-04-14,932.0,2025-04-13,1002.67,3092.86,6969.75
2025-04-22,1607.0,2025-04-21,514.9,754.38,2423.7300000000005
2025-04-28,2495.0,2025-04-27,467.7,595.22,2064.38
2025-11-04,134.0,2025-11-03,1290.6,2352.24,7012.969999999999
2025-11-11,1198.0,2025-11-10,1175.21,10470.16,15280.95
2025-11-18,97.0,2025-11-17,932.65,2665.64,7075.76
2025-11-25,41.0,2025-11-24,693.95,2895.74,5454.71
2025-12-02,657.0,2025-12-01,9518.22,27021.4,65107.07
2025-12-09,41.0,2025-12-08,1865.34,3092.86,8316.64
2025-12-16,122.0,2025-12-15,871.41,1127.56,3964.37
2025-12-22,20.0,2025-12-21,1577.86,4670.07,8946.75
2025-12-29,169.0,2025-12-28,4302.96,12978.34,20920.86
2026-01-07,201.0,2026-01-06,723.34,943.68,3263.12
2026-01-13,256.0,2026-01-12,579.75,698.19,2579.9700000000003
2026-01-21,218.0,2026-01-20,622.15,1990.27,4183.639999999999
2026-01-27,426.0,2026-01-26,9261.19,9261.19,21028.590000000004
2026-02-03,275.0,2026-02-02,1244.96,2429.51,7012.52
2026-02-10,97.0,2026-02-09,804.25,1087.49,3643.5999999999995
2026-02-17,3450.0,2026-02-16,1564.4,1564.4,4282.82
2026-02-24,160.0,2026-02-23,833.46,9141.29,14520.510000000002
2026-03-03,262.0,2026-03-02,776.16,3506.4,8021.51
2026-03-11,341.0,2026-03-10,1485.45,2306.95,4962.32
2026-03-17,399.0,2026-03-16,644.68,1058.35,2862.5799999999995
2026-03-24,85.0,2026-03-23,464.01,545.64,1967.65
2026-03-31,1439.0,2026-03-30,440.96,919.02,2284.71
2026-04-08,134.0,2026-04-07,435.14,464.01,1793.03
2026-04-14,706.0,2026-04-13,1805.15,1805.15,3423.4300000000003
2026-04-21,17300.0,2026-04-20,14173.47,44282.39,60363.04
2026-04-29,135.0,2026-04-28,1233.85,2154.14,6554.27
