E.coli date,E.coli value,Max flow date (past 24 hours),Max flow value (past 24 hours),Max flow value (past 48 hours),Total flow value (past 48 hours)
2013-11-06,110.0,2013-11-05,2088.87,2549.87,4638.74
2013-11-13,310.0,2013-11-12,914.0,987.48,1901.48
2013-11-20,190.0,2013-11-19,1094.29,3260.41,4354.7
2013-11-27,1300.0,2013-11-26,501.86,534.1,1035.96
2013-12-04,63.0,2013-12-03,527.52,978.1,1505.62
2013-12-11,2100.0,2013-12-10,1218.45,5806.31,7024.76
2013-12-18,1200.0,2013-12-17,617.53,670.0,1287.53
2013-12-20,3300.0,2013-12-19,540.74,581.77,1122.51
2013-12-27,440.0,2013-12-26,1510.55,1510.55,2816.2
2014-01-03,92.0,2014-01-02,3519.74,3519.74,4516.65
2014-01-08,160.0,2014-01-07,4558.26,26031.33,30589.590000000004
2014-01-15,330.0,2014-01-14,975.96,994.98,1970.94
2014-01-22,3300.0,2014-01-21,740.96,740.96,1481.92
2014-01-29,34.0,2014-01-28,1659.44,2039.36,3698.8
2014-02-04,260.0,2014-02-03,478.19,504.83,983.02
2014-02-12,200.0,2014-02-11,414.4,525.23,939.63
2014-02-19,2800.0,2014-02-18,484.79,647.62,1132.41
2014-02-26,8.0,2014-02-25,314.85,402.12,716.97
2014-03-05,98.0,2014-03-04,337.2,337.2,599.24
2014-03-12,54.0,2014-03-11,247.11,262.04,509.15000000000003
2014-03-19,2900.0,2014-03-18,3825.17,3825.17,4191.29
2014-03-26,820.0,2014-03-25,314.85,325.94,640.79
2014-04-02,150.0,2014-04-01,257.0,257.0,514.0
2014-04-09,520.0,2014-04-08,204.77,209.34,414.11
2014-04-15,860.0,2014-04-14,478.19,1024.09,1502.28
2014-04-22,310.0,2014-04-21,3583.12,3583.12,4115.23
2014-04-30,470.0,2014-04-29,17936.92,17936.92,19052.44
2014-11-05,380.0,2014-11-04,25549.11,25549.11,27061.04
2014-11-12,280.0,2014-11-11,1317.0,1317.0,2409.41
2014-11-19,350.0,2014-11-18,2313.54,2313.54,4088.96
2014-11-26,4500.0,2014-11-25,1841.86,3574.81,5416.67
2014-12-03,70.0,2014-12-02,1684.8,1951.12,3635.92
2014-12-10,,2014-12-09,3438.56,9782.97,13221.529999999999
2014-12-17,390.0,2014-12-16,2261.84,2766.23,5028.07
2014-12-22,310.0,2014-12-21,3112.64,7900.8,11013.44
2014-12-29,90.0,2014-12-28,1210.52,1391.0,2601.52
2015-01-07,360.0,2015-01-06,883.93,975.7,1859.63
2015-01-14,52.0,2015-01-13,758.82,758.82,1417.3000000000002
2015-01-21,1200.0,2015-01-20,506.66,506.66,1007.9300000000001
2015-01-28,84.0,2015-01-27,370.29,388.01,758.3
2015-02-03,2200.0,2015-02-02,3258.04,3258.04,3585.69
2015-02-11,34.0,2015-02-10,464.41,464.41,889.1500000000001
2015-02-18,270.0,2015-02-17,319.38,327.65,647.03
2015-02-25,380.0,2015-02-24,348.69,348.69,672.2
2015-03-04,490.0,2015-03-03,267.54,303.09,570.63
2015-03-11,190.0,2015-03-10,639.47,11280.79,11920.26
2015-03-18,62.0,2015-03-17,361.58,388.01,749.5899999999999
2015-03-25,38.0,2015-03-24,361.58,449.07,810.65
2015-03-31,2700.0,2015-03-30,4084.59,4084.59,4559.37
2015-04-08,9700.0,2015-04-07,361.58,501.27,862.8499999999999
2015-04-15,350.0,2015-04-14,8712.15,8712.15,10828.779999999999
2015-04-22,500.0,2015-04-21,845.46,949.97,1795.43
2015-04-29,4500.0,2015-04-28,5047.66,5047.66,5609.93
2015-11-04,7900.0,2015-11-03,2019.6,2460.75,4480.35
2015-11-11,1200.0,2015-11-10,1592.7,1864.5,3457.2
2015-11-18,520.0,2015-11-17,1921.32,9149.65,11070.97
2015-12-02,1800.0,2015-12-01,2008.07,2837.04,4845.11
2015-12-09,460.0,2015-12-08,2126.61,2854.33,4980.9400000000005
2015-12-16,370.0,2015-12-15,1645.43,2326.21,3971.6400000000003
2015-12-22,520.0,2015-12-21,890.89,999.61,1890.5
2015-12-29,,2015-12-28,728.02,794.25,1522.27
2016-01-06,120.0,2016-01-05,2871.68,4216.22,7087.9
2016-01-13,110.0,2016-01-12,665.21,736.11,1401.3200000000002
2016-01-20,1300.0,2016-01-19,2534.45,2534.45,3238.52
2016-01-27,210.0,2016-01-26,736.11,939.03,1675.1399999999999
2016-02-03,25.0,2016-02-02,460.14,490.98,951.12
2016-02-10,340.0,2016-02-09,366.56,375.13,741.69
2016-02-17,78.0,2016-02-16,313.27,325.2,638.47
2016-02-24,300.0,2016-02-23,497.31,613.06,1110.37
2016-03-02,79.0,2016-03-01,375.13,402.47,777.6
2016-03-09,1500.0,2016-03-08,345.57,383.8,729.37
2016-03-16,1500.0,2016-03-15,397.0,397.0,730.27
2016-03-22,750.0,2016-03-21,383.8,424.9,808.7
2016-03-30,89.0,2016-03-29,329.22,337.34,666.56
2016-04-06,290.0,2016-04-05,3674.28,10884.41,14558.69
2016-04-13,410.0,2016-04-12,672.88,672.88,1322.92
2016-04-20,80.0,2016-04-19,436.43,454.13,890.56
2016-04-27,140.0,2016-04-26,979.15,3693.09,4672.24
2016-11-02,550.0,2016-11-01,1071.54,1268.34,2339.88
2016-11-09,250.0,2016-11-08,3639.05,3639.05,7032.59
2016-11-16,2500.0,2016-11-15,6353.77,6353.77,11972.89
2016-11-23,900.0,2016-11-22,2632.59,3418.37,6050.96
2016-11-30,180.0,2016-11-29,1500.35,1688.43,3188.7799999999997
2016-12-07,300.0,2016-12-06,1537.0,1649.85,3186.85
2016-12-13,260.0,2016-12-12,2502.4,4514.57,7016.969999999999
2016-12-20,940.0,2016-12-19,1537.0,1902.34,3439.34
2016-12-29,3300.0,2016-12-28,1549.32,1549.32,2704.6
2017-01-05,190.0,2017-01-04,5397.09,13132.69,18529.78
2017-01-10,330.0,2017-01-09,1611.75,2156.53,3768.28
2017-01-17,190.0,2017-01-16,12980.58,12980.58,15646.57
2017-01-25,170.0,2017-01-24,8992.76,8992.76,16872.64
2017-01-31,200.0,2017-01-30,1834.02,2214.9,4048.92
2017-02-08,560.0,2017-02-07,3434.92,4579.22,8014.14
2017-02-14,230.0,2017-02-13,1873.84,2125.14,3998.9799999999996
2017-02-21,180.0,2017-02-20,1419.2,2757.92,4177.12
2017-02-28,220.0,2017-02-27,743.9,792.42,1536.32
2017-03-07,330.0,2017-03-06,600.47,784.23,1384.7
2017-03-14,360.0,2017-03-13,7599.42,7599.42,9550.77
2017-03-21,290.0,2017-03-20,543.13,601.32,1144.45
2017-03-28,130.0,2017-03-27,4538.23,12985.96,17524.19
2017-04-04,2500.0,2017-04-03,4351.33,4351.33,5486.12
2017-04-11,1300.0,2017-04-10,2336.0,3178.15,5514.15
2017-04-19,340.0,2017-04-18,4514.67,4514.67,8705.369999999999
2017-04-27,52.0,2017-04-26,899.24,991.01,1890.25
2017-11-06,20.0,2017-11-05,2155.97,4171.43,6327.4
2017-11-12,110.0,2017-11-11,780.47,918.1,1698.5700000000002
2017-11-21,20.0,2017-11-20,460.99,481.74,942.73
2017-11-29,285.0,2017-11-28,377.18,385.14,762.3199999999999
2017-12-03,169.0,2017-12-02,345.41,357.31,702.72
2017-12-12,106.0,2017-12-11,789.05,789.05,1075.1
2017-12-18,216.0,2017-12-17,262.39,270.28,532.67
2017-12-27,364.0,2017-12-26,262.39,262.39,489.39
2018-01-03,4610.0,2018-01-02,230.92,230.92,457.91999999999996
2018-01-08,488.0,2018-01-07,1236.17,1590.33,2826.5
2018-01-14,452.0,2018-01-13,888.88,2323.63,3212.51
2018-02-04,62.0,2018-02-03,7674.52,7674.52,7674.52
2018-02-13,6490.0,2018-02-12,18183.64,18183.64,18552.87
2018-02-19,985.0,2018-02-18,1393.8,2792.09,4185.89
2018-02-25,644.0,2018-02-24,2499.05,41760.06,44259.11
2018-03-06,249.0,2018-03-05,963.32,1086.43,2049.75
2018-03-12,146.0,2018-03-11,692.68,856.57,1549.25
2018-03-18,295.0,2018-03-17,543.9,574.28,1118.1799999999998
2018-03-27,295.0,2018-03-26,11766.66,11766.66,23239.68
2018-04-05,175.0,2018-04-04,840.8,913.13,1753.9299999999998
2018-04-08,20.0,2018-04-07,678.83,735.29,1414.12
2018-04-15,96.0,2018-04-14,9271.2,14547.52,23818.72
2018-04-23,161.0,2018-04-22,1346.77,1553.82,2900.59
2018-11-12,228.0,2018-11-11,5765.84,14257.9,20023.739999999998
2018-11-18,504.0,2018-11-17,972.08,1074.74,2046.8200000000002
2018-11-26,1616.0,2018-11-25,579.06,655.77,1234.83
2018-12-02,216.0,2018-12-01,548.88,623.07,1171.95
2018-12-10,448.0,2018-12-09,480.76,591.42,1072.1799999999998
2018-12-16,199.0,2018-12-15,453.05,465.72,918.77
2018-12-24,86.0,2018-12-23,1124.54,1566.26,2690.8
2018-12-30,201.0,2018-12-29,548.88,610.28,1159.1599999999999
2019-01-07,2490.0,2019-01-06,1017.02,1578.83,2595.85
2019-01-13,160.0,2019-01-12,1017.02,1250.4,2267.42
2019-01-22,359.0,2019-01-21,1815.65,1815.65,2754.4
2019-01-27,323.0,2019-01-26,662.44,1455.95,2118.3900000000003
2019-02-04,20.0,2019-02-03,2057.77,2057.77,2726.92
2019-02-10,109.0,2019-02-09,475.36,502.79,978.1500000000001
2019-02-19,397.0,2019-02-18,392.87,514.06,906.93
2019-02-24,794.0,2019-02-23,12436.68,12436.68,12849.07
2019-03-04,141.0,2019-03-03,655.77,710.29,1366.06
2019-03-10,228.0,2019-03-09,2331.81,2331.81,3262.34
2019-03-17,327.0,2019-03-16,1305.48,7568.85,8874.33
2019-03-24,122.0,2019-03-23,525.5,554.83,1080.33
2019-04-01,8160.0,2019-03-31,519.76,616.66,1136.42
2019-04-07,110.0,2019-04-06,519.76,566.86,1086.62
2019-04-15,52.0,2019-04-14,947.02,3164.75,4111.77
2019-04-21,813.0,2019-04-20,491.69,514.06,1005.75
2019-04-29,2046.0,2019-04-28,486.21,486.21,902.56
2019-11-04,187.0,2019-11-03,914.2,1036.01,1950.21
2019-11-10,880.0,2019-11-09,882.05,882.05,1511.58
2019-11-18,6870.0,2019-11-17,5842.25,12436.68,18278.93
2019-11-24,309.0,2019-11-23,2347.8,2962.02,5309.82
2019-12-02,72.0,2019-12-01,775.29,827.51,1602.8
2019-12-08,307.0,2019-12-07,725.25,861.25,1586.5
2019-12-16,20.0,2019-12-15,1150.37,1150.37,1839.52
2019-12-22,591.0,2019-12-21,18076.21,18076.21,18813.77
2019-12-30,145.0,2019-12-29,801.13,801.13,1375.0900000000001
2020-01-05,279.0,2020-01-04,3284.06,3284.06,5136.12
2020-01-13,189.0,2020-01-12,437.25,450.24,887.49
2020-01-19,74.0,2020-01-18,437.25,467.98,905.23
2020-01-27,420.0,2020-01-26,362.41,384.0,746.4100000000001
2020-02-02,448.0,2020-02-01,941.26,15070.13,16011.39
2020-02-10,309.0,2020-02-09,524.02,568.84,1092.8600000000001
2020-02-16,85.0,2020-02-15,437.25,441.55,878.8
2020-02-24,627.0,2020-02-23,2130.21,2130.21,2593.71
2020-03-01,1576.0,2020-02-29,428.73,445.88,874.61
2020-03-09,1333.0,2020-03-08,563.74,594.77,1158.51
2020-03-15,108.0,2020-03-14,454.63,477.02,931.65
2020-11-02,216.0,2020-11-01,2761.09,2761.09,4297.87
2020-11-08,644.0,2020-11-07,1634.0,1634.0,2769.9700000000003
2020-11-22,906.0,2020-11-21,1044.42,1674.18,2718.6000000000004
2020-11-30,7270.0,2020-11-29,1489.28,1647.31,3136.59
2020-12-06,243.0,2020-12-05,1945.98,10453.34,12399.32
2020-12-14,108.0,2020-12-13,3992.76,5692.45,9685.21
2020-12-20,173.0,2020-12-19,1105.27,1295.68,2400.95
2020-12-28,246.0,2020-12-27,2366.37,4771.68,7138.05
2021-01-03,272.0,2021-01-02,802.19,898.94,1701.13
2021-01-11,243.0,2021-01-10,1156.66,6963.69,8120.349999999999
2021-01-17,98.0,2021-01-16,440.39,460.73,901.12
2021-01-26,211.0,2021-01-25,6486.98,6486.98,7501.049999999999
2021-01-31,41.0,2021-01-30,504.04,532.58,1036.6200000000001
2021-02-09,175.0,2021-02-08,344.65,347.48,692.13
2021-02-14,84.0,2021-02-13,364.96,599.16,964.1199999999999
2021-02-22,282.0,2021-02-21,312.3,322.77,635.0699999999999
2021-03-01,120.0,2021-02-28,275.32,280.07,555.39
2021-03-08,259.0,2021-03-07,371.0,371.0,646.3199999999999
2021-03-14,256.0,2021-03-13,1587.25,57609.78,59197.03
2021-03-28,269.0,2021-03-27,329.98,338.27,668.25
2021-04-05,350.0,2021-04-04,478.57,577.51,1056.08
2021-04-11,602.0,2021-04-10,367.85,398.05,765.9000000000001
2021-04-19,231.0,2021-04-18,2154.01,2154.01,4236.040000000001
2021-04-25,285.0,2021-04-24,417.72,509.5,927.22
2021-11-02,1050.0,2021-11-01,25842.26,25842.26,31307.989999999998
2021-11-09,391.0,2021-11-08,833.28,943.93,1777.21
2021-11-15,2098.0,2021-11-14,47599.98,47599.98,50503.520000000004
2021-11-23,958.0,2021-11-22,18666.37,18666.37,20308.41
2021-11-30,8160.0,2021-11-29,2975.29,2975.29,4181.38
2021-12-07,8660.0,2021-12-06,4934.1,5490.65,10424.75
2021-12-14,10500.0,2021-12-13,29284.43,29284.43,36334.23
2021-12-21,364.0,2021-12-20,3157.01,4056.04,7213.05
2021-12-28,1274.0,2021-12-27,1141.73,1314.94,2456.67
2022-01-04,201.0,2022-01-03,728.11,805.47,1533.58
2022-01-11,355.0,2022-01-10,520.04,535.09,1055.13
2022-01-18,146.0,2022-01-17,449.58,459.65,909.23
2022-01-25,368.0,2022-01-24,336.07,341.38,677.45
2022-02-01,228.0,2022-01-31,325.94,330.93,656.87
2022-02-08,1145.0,2022-02-07,9095.19,17580.66,26675.85
2022-02-15,488.0,2022-02-14,4256.88,16535.83,20792.710000000003
2022-02-22,959.0,2022-02-21,9362.73,9362.73,10009.15
2022-03-01,399.0,2022-02-28,477.45,528.97,1006.4200000000001
2022-03-08,631.0,2022-03-07,347.31,357.15,704.46
2022-03-15,266.0,2022-03-14,325.94,330.93,656.87
2022-03-22,85.0,2022-03-21,294.04,295.21,589.25
2022-03-29,275.0,2022-03-28,289.47,297.59,587.06
2022-04-05,52.0,2022-04-04,286.15,286.15,572.3
2022-04-12,305.0,2022-04-11,281.86,287.25,569.11
2022-04-20,161.0,2022-04-19,275.69,294.04,569.73
2022-04-27,253.0,2022-04-26,288.35,301.26,589.61
2022-11-01,988.0,2022-10-31,6358.86,6358.86,6856.03
2022-11-07,75.0,2022-11-06,668.21,922.41,1590.62
2022-11-14,706.0,2022-11-13,1639.0,1639.0,2272.13
2022-11-21,683.0,2022-11-20,10915.41,10915.41,12584.84
2022-11-28,181.0,2022-11-27,2205.04,2877.41,5082.45
2022-12-05,295.0,2022-12-04,1312.07,1589.92,2901.99
2022-12-12,183.0,2022-12-11,3348.12,3348.12,5063.42
2022-12-19,1616.0,2022-12-18,3277.37,3277.37,4187.44
2022-12-26,309.0,2022-12-25,4019.36,4019.36,5287.9
2023-01-02,213.0,2023-01-01,573.89,626.3,1200.19
2023-01-09,450.0,2023-01-08,1282.96,1730.65,3013.61
2023-01-16,305.0,2023-01-15,360.09,371.29,731.38
2023-01-24,586.0,2023-01-23,356.48,675.41,1031.8899999999999
2023-01-30,336.0,2023-01-29,1730.65,1730.65,2616.4300000000003
2023-02-07,389.0,2023-02-06,8038.13,8038.13,8524.43
2023-02-13,272.0,2023-02-12,356.48,395.36,751.84
2023-02-20,683.0,2023-02-19,793.68,1589.92,2383.6
2023-02-27,262.0,2023-02-26,793.68,1211.73,2005.4099999999999
2023-03-06,313.0,2023-03-05,5050.0,5050.0,6099.75
2023-03-13,295.0,2023-03-12,815.94,1297.47,2113.41
2023-03-20,379.0,2023-03-19,4205.97,13740.26,17946.23
2023-03-27,1553.0,2023-03-26,2792.01,2792.01,4031.9700000000003
2023-04-03,241.0,2023-04-02,1356.4,1432.04,2788.44
2023-04-11,298.0,2023-04-10,549.17,586.62,1135.79
2023-04-17,109.0,2023-04-16,750.68,1089.05,1839.73
2023-04-24,754.0,2023-04-23,16690.84,16690.84,20181.53
2023-11-06,169.0,2023-11-05,2156.39,3242.12,5398.51
2023-11-13,771.0,2023-11-12,508.3,508.3,1005.47
2023-11-20,657.0,2023-11-19,1917.17,4605.06,6522.2300000000005
2023-11-27,146.0,2023-11-26,761.24,1885.79,2647.0299999999997
2023-12-04,749.0,2023-12-03,827.26,1023.98,1851.24
2023-12-11,2600.0,2023-12-10,729.95,873.82,1603.77
2023-12-18,512.0,2023-12-17,18836.06,18836.06,19951.760000000002
2023-12-27,482.0,2023-12-26,13696.01,13696.01,18475.09
2024-01-03,327.0,2024-01-02,4494.6,14322.85,18817.45
2024-01-08,158.0,2024-01-07,1498.48,1667.6,3166.08
2024-01-15,443.0,2024-01-14,669.15,728.64,1397.79
2024-01-23,414.0,2024-01-22,693.87,913.74,1607.6100000000001
2024-01-29,1789.0,2024-01-28,12929.57,12929.57,13344.93
2024-02-05,134.0,2024-02-04,2512.27,2512.27,4754.45
2024-02-12,228.0,2024-02-11,379.33,419.11,798.44
2024-02-19,185.0,2024-02-18,389.6,389.6,728.6
2024-02-26,2224.0,2024-02-25,349.24,349.24,682.1800000000001
2024-03-04,323.0,2024-03-03,9602.58,9602.58,9989.1
2024-03-11,389.0,2024-03-10,737.65,913.74,1651.3899999999999
2024-03-18,10.0,2024-03-17,434.34,463.14,897.48
2024-03-25,345.0,2024-03-24,341.04,351.86,692.9000000000001
2024-04-02,63.0,2024-04-01,299.29,308.01,607.3
2024-04-08,1842.0,2024-04-07,448.52,4772.03,5220.549999999999
2024-04-15,213.0,2024-04-14,4386.09,8068.03,12454.119999999999
2024-04-22,119.0,2024-04-21,425.14,463.14,888.28
2024-11-04,85.0,2024-11-03,3690.77,3690.77,6008.360000000001
2024-11-11,2613.0,2024-11-10,1513.39,1513.39,3011.87
2024-11-18,160.0,2024-11-17,4494.6,16076.41,20571.010000000002
2024-11-25,292.0,2024-11-24,1181.4,1194.16,2375.5600000000004
2024-12-02,,2024-12-01,1168.74,1604.79,2773.5299999999997
2024-12-09,5794.0,2024-12-08,2260.9,4467.34,6728.24
2024-12-16,287.0,2024-12-15,1543.48,2057.72,3601.2
2024-12-23,292.0,2024-12-22,1313.19,1313.19,2303.16
2024-12-30,345.0,2024-12-29,616.0,1119.01,1735.01
2025-01-06,122.0,2025-01-05,1035.58,2375.07,3410.65
2025-01-13,203.0,2025-01-12,403.0,425.14,828.14
2025-01-21,10.0,2025-01-20,435.09,443.93,879.02
2025-01-27,110.0,2025-01-26,435.09,568.66,1003.75
2025-02-03,20.0,2025-02-02,1235.32,12879.5,14114.82
2025-02-10,368.0,2025-02-09,450.0,463.56,913.56
2025-02-17,108.0,2025-02-16,382.58,392.34,774.92
2025-02-24,311.0,2025-02-23,421.0,421.0,842.0
2025-03-03,,2025-03-02,384.99,426.55,811.54
2025-03-04,41.0,2025-03-03,370.8,384.99,755.79
2025-03-10,216.0,2025-03-09,925.83,925.83,1303.65
2025-03-17,63.0,2025-03-16,467.05,467.05,828.73
2025-03-24,428.0,2025-03-23,743.08,998.36,1741.44
2025-03-31,63.0,2025-03-30,523.41,564.79,1088.1999999999998
2025-04-07,481.0,2025-04-06,11805.46,11805.46,23421.3
2025-04-14,932.0,2025-04-13,1002.67,1208.81,2211.48
2025-04-22,1607.0,2025-04-21,514.9,579.75,1094.65
2025-04-28,2495.0,2025-04-27,467.7,486.56,954.26
2025-11-04,134.0,2025-11-03,1290.6,1536.62,2827.22
2025-11-11,1198.0,2025-11-10,1175.21,1833.51,3008.7200000000003
2025-11-18,97.0,2025-11-17,932.65,2665.64,3598.29
2025-11-25,41.0,2025-11-24,693.95,754.38,1448.33
2025-12-02,657.0,2025-12-01,9518.22,9518.22,14782.099999999999
2025-12-09,41.0,2025-12-08,1865.34,1865.34,3374.41
2025-12-16,122.0,2025-12-15,871.41,935.4,1806.81
2025-12-22,20.0,2025-12-21,1577.86,4670.07,6247.929999999999
2025-12-29,169.0,2025-12-28,4302.96,12978.34,17281.3
2026-01-07,201.0,2026-01-06,723.34,762.64,1485.98
2026-01-13,256.0,2026-01-12,579.75,698.19,1277.94
2026-01-21,218.0,2026-01-20,622.15,692.04,1314.19
2026-01-27,426.0,2026-01-26,9261.19,9261.19,16466.18
2026-02-03,275.0,2026-02-02,1244.96,1472.59,2717.55
2026-02-10,97.0,2026-02-09,804.25,840.93,1645.1799999999998
2026-02-17,3450.0,2026-02-16,1564.4,1564.4,2300.63
2026-02-24,160.0,2026-02-23,833.46,1039.36,1872.82
2026-03-03,262.0,2026-03-02,776.16,1127.56,1903.7199999999998
2026-03-11,341.0,2026-03-10,1485.45,2306.95,3792.3999999999996
2026-03-17,399.0,2026-03-16,644.68,1058.35,1703.0299999999997
2026-03-24,85.0,2026-03-23,464.01,467.63,931.64
2026-03-31,1439.0,2026-03-30,440.96,453.43,894.39
2026-04-08,134.0,2026-04-07,435.14,446.94,882.0799999999999
2026-04-14,706.0,2026-04-13,1805.15,1805.15,2243.1800000000003
2026-04-21,17300.0,2026-04-20,14173.47,44282.39,58455.86
2026-04-29,135.0,2026-04-28,1233.85,1434.56,2668.41
